Datetime, Temp, K_int, tenzo, level, oporn_level, quotes, rain 
2023-03-23 00:07:59,2.48,797,829715,829342,829325,1,0.5
2023-03-23 00:08:05,2.50,799,829715,829342,829325,1,0.5
2023-03-23 00:08:11,2.47,794,829716,829342,829325,1,0.5
2023-03-23 00:08:17,2.48,798,829719,829342,829325,1,0.5
2023-03-23 00:08:23,2.48,798,829721,829342,829325,1,0.5
2023-03-23 00:08:29,2.50,799,829720,829342,829325,1,0.5
2023-03-23 00:08:34,2.49,799,829718,829342,829325,1,0.5
2023-03-23 00:08:40,2.48,797,829716,829343,829325,1,0.5
2023-03-23 00:08:46,2.48,797,829717,829343,829325,1,0.5
2023-03-23 00:08:52,2.48,797,829719,829343,829325,1,0.5
2023-03-23 00:08:58,2.48,797,829718,829343,829325,1,0.5
2023-03-23 00:09:04,2.48,797,829718,829343,829325,1,0.5
2023-03-23 00:09:10,2.47,796,829718,829343,829325,1,0.5
2023-03-23 00:09:15,2.48,799,829719,829343,829325,1,0.5
2023-03-23 00:09:21,2.47,796,829719,829343,829325,1,0.5
2023-03-23 00:09:27,2.46,795,829716,829343,829325,1,0.5
2023-03-23 00:09:33,2.49,799,829718,829343,829325,1,0.5
2023-03-23 00:09:39,2.46,795,829718,829344,829325,1,0.5
2023-03-23 00:09:45,2.48,798,829717,829344,829325,1,0.5
2023-03-23 00:09:51,2.49,799,829718,829344,829325,1,0.5
2023-03-23 00:09:56,2.47,797,829717,829344,829325,1,0.5
2023-03-23 00:10:02,2.49,799,829715,829344,829325,1,0.5
2023-03-23 00:10:08,2.46,796,829715,829344,829325,1,0.5
2023-03-23 00:10:14,2.48,798,829715,829344,829325,1,0.5
2023-03-23 00:10:20,2.46,796,829715,829344,829325,1,0.5
2023-03-23 00:10:26,2.47,798,829716,829344,829325,1,0.5
2023-03-23 00:10:31,2.48,799,829718,829344,829325,1,0.5
2023-03-23 00:10:37,2.47,798,829721,829344,829325,1,0.5
2023-03-23 00:10:43,2.45,795,829720,829344,829325,1,0.5
2023-03-23 00:10:49,2.47,798,829718,829344,829325,1,0.5
2023-03-23 00:10:55,2.47,798,829716,829344,829325,1,0.5
2023-03-23 00:11:01,2.46,797,829715,829344,829325,1,0.5
2023-03-23 00:11:07,2.47,798,829715,829344,829325,1,0.5
2023-03-23 00:11:12,2.45,794,829714,829344,829325,1,0.5
2023-03-23 00:11:18,2.45,796,829715,829344,829325,1,0.5
2023-03-23 00:11:24,2.47,799,829718,829344,829325,1,0.5
2023-03-23 00:11:30,2.45,796,829720,829345,829325,1,0.5
2023-03-23 00:11:36,2.46,798,829720,829345,829325,1,0.5
2023-03-23 00:11:42,2.45,797,829717,829345,829325,1,0.5
2023-03-23 00:11:48,2.46,798,829714,829345,829325,1,0.5
2023-03-23 00:11:53,2.46,798,829716,829345,829325,1,0.5
2023-03-23 00:11:59,2.46,798,829717,829345,829325,1,0.5
2023-03-23 00:12:05,2.45,797,829714,829345,829325,1,0.5
2023-03-23 00:12:11,2.45,797,829713,829345,829325,1,0.5
2023-03-23 00:12:17,2.45,797,829716,829345,829325,1,0.5
2023-03-23 00:12:23,2.45,798,829715,829345,829325,1,0.5
2023-03-23 00:12:28,2.44,795,829712,829345,829325,1,0.5
2023-03-23 00:12:34,2.47,799,829715,829345,829325,1,0.5
2023-03-23 00:12:40,2.45,798,829715,829345,829325,1,0.5
2023-03-23 00:12:46,2.46,799,829715,829345,829325,1,0.5
2023-03-23 00:12:52,2.45,798,829719,829345,829325,1,0.5
2023-03-23 00:12:58,2.45,797,829720,829345,829325,1,0.5
2023-03-23 00:13:04,2.45,798,829718,829346,829325,1,0.5
2023-03-23 00:13:09,2.45,798,829715,829346,829325,1,0.5
2023-03-23 00:13:15,2.46,799,829715,829346,829325,1,0.5
