OWENArchiver
Дата;Время;weight;с_weight;tenzo_h;tenzo_l;temp;temp_top
2023-01-30;14:09:15;6863;65456;125;26548;263;1550
2023-01-30;14:09:20;6863;65457;125;26550;264;1550
2023-01-30;14:09:25;6863;65457;125;26550;263;1550
2023-01-30;14:09:30;6863;65457;125;26548;263;1550
2023-01-30;14:09:35;6863;65457;125;26546;263;1550
2023-01-30;14:09:40;6863;65457;125;26546;263;1550
2023-01-30;14:09:45;6863;65382;125;26549;263;1550
2023-01-30;14:09:50;6863;6783;125;26550;263;1550
2023-01-30;14:09:55;6863;6783;125;26550;263;1550
2023-01-30;14:10:00;6863;6783;125;26551;263;1550
2023-01-30;14:10:05;6863;6783;125;26550;263;1550
2023-01-30;14:10:10;6863;6783;125;26549;263;1550
2023-01-30;14:10:15;6863;6783;125;26549;263;1550
2023-01-30;14:10:20;6863;6783;125;26551;263;1550
2023-01-30;14:10:25;6863;6783;125;26551;263;1550
2023-01-30;14:10:30;6863;6783;125;26551;263;1550
2023-01-30;14:10:35;6863;6783;125;26551;263;1550
2023-01-30;14:10:40;6863;6783;125;26550;263;1550
2023-01-30;14:10:45;6863;6783;125;26549;263;1550
2023-01-30;14:10:50;6863;6783;125;26549;263;1550
2023-01-30;14:10:55;6863;6783;125;26550;263;1550
2023-01-30;14:11:00;6863;6783;125;26549;263;1550
2023-01-30;14:11:05;6863;6783;125;26550;263;1550
2023-01-30;14:11:10;6863;6783;125;26551;263;1550
2023-01-30;14:11:15;6863;6783;125;26550;263;1550
2023-01-30;14:11:20;6863;6783;125;26554;263;1550
2023-01-30;14:11:25;6863;6783;125;26554;263;1550
2023-01-30;14:11:30;6863;6783;125;26552;263;1550
2023-01-30;14:11:35;6863;6783;125;26550;263;1550
2023-01-30;14:11:40;6863;6783;125;26549;263;1550
2023-01-30;14:11:45;6863;6783;125;26551;263;1550
2023-01-30;14:11:50;6863;6783;125;26553;263;1550
2023-01-30;14:11:55;6863;6783;125;26552;263;1550
2023-01-30;14:12:00;6863;6783;125;26552;262;1550
2023-01-30;14:12:05;6863;6783;125;26552;262;1550
2023-01-30;14:12:10;6863;6783;125;26550;262;1550
2023-01-30;14:12:15;6863;6783;125;26549;262;1550
2023-01-30;14:12:20;6863;6783;125;26549;262;1550
2023-01-30;14:12:25;6863;6783;125;26550;262;1550
2023-01-30;14:12:30;6863;6783;125;26550;262;1550
2023-01-30;14:12:35;6863;6783;125;26552;262;1550
2023-01-30;14:12:40;6863;6783;125;26554;262;1550
2023-01-30;14:12:45;6863;6783;125;26552;262;1550
2023-01-30;14:12:50;6863;6783;125;26554;262;1550
2023-01-30;14:12:55;6863;6783;125;26552;262;1550
2023-01-30;14:13:00;6863;6783;125;26552;262;1550
2023-01-30;14:13:05;6863;6783;125;26552;262;1550
2023-01-30;14:13:10;6863;6783;125;26555;262;1550
2023-01-30;14:13:15;6863;6783;125;26555;262;1550
2023-01-30;14:13:20;6863;6783;125;26553;262;1550
2023-01-30;14:13:25;6863;6783;125;26557;261;1550
2023-01-30;14:13:30;6863;6783;125;26556;262;1550
2023-01-30;14:13:35;6863;6783;125;26556;261;1550
