OWENArchiver
Дата;Время;weight;с_weight;tenzo_h;tenzo_l;temp;temp_top
2023-02-03;17:54:17;0;0;0;0;0;0
2023-02-03;17:54:22;0;0;0;0;194;1550
2023-02-03;17:54:27;65461;65478;0;0;194;1550
2023-02-03;17:54:32;4552;65478;121;26643;194;1550
2023-02-03;17:54:37;4183;65478;120;50299;194;1550
2023-02-03;17:54:42;40568;65478;70;21376;195;1550
2023-02-03;17:54:47;35458;65478;61;31717;195;1550
2023-02-03;17:54:52;33151;65477;57;32282;195;1550
2023-02-03;17:54:57;33151;65477;57;32282;196;1550
2023-02-03;17:55:02;30300;65477;52;36689;196;1550
2023-02-03;17:55:07;31810;65477;55;11239;196;1550
2023-02-03;17:55:12;29061;65477;50;27234;196;1550
2023-02-03;17:55:17;30385;65477;52;46273;196;1550
2023-02-03;17:55:22;27057;65477;46;62054;197;1550
2023-02-03;17:55:27;27996;65402;48;37573;197;1550
2023-02-03;17:55:32;27996;65402;48;37573;197;1550
2023-02-03;17:55:37;22802;4492;39;38373;197;1550
2023-02-03;17:55:42;23772;4123;41;17285;197;1550
2023-02-03;17:55:47;15307;40509;26;40373;197;1550
2023-02-03;17:55:52;14247;35399;24;51295;197;1550
2023-02-03;17:55:57;13021;33092;22;43316;197;1550
2023-02-03;17:56:02;13759;30240;23;61472;197;1550
2023-02-03;17:56:07;13759;30240;23;61472;197;1550
2023-02-03;17:56:12;14733;31750;25;40864;197;1550
2023-02-03;17:56:17;15356;29001;26;45942;197;1550
2023-02-03;17:56:22;16185;30325;28;8871;196;1550
2023-02-03;17:56:27;16794;26997;29;12350;195;1550
2023-02-03;17:56:32;17519;27937;30;29024;195;1550
2023-02-03;17:56:37;18020;22743;31;20385;194;1550
2023-02-03;17:56:42;18020;22743;31;20385;193;1550
2023-02-03;17:56:47;18573;23713;32;17524;192;1550
2023-02-03;17:56:52;18970;15248;32;62524;192;1550
2023-02-03;17:56:57;19488;14189;33;55789;191;1550
2023-02-03;17:57:02;19863;12963;34;32791;190;1550
2023-02-03;17:57:07;20287;13701;35;15326;190;1550
2023-02-03;17:57:12;20656;14675;35;57136;189;1550
2023-02-03;17:57:17;20656;14675;35;57136;188;1550
2023-02-03;17:57:22;21106;15299;36;42605;188;1550
2023-02-03;17:57:27;21486;16128;37;20125;187;1550
2023-02-03;17:57:32;21791;16737;37;54813;187;1550
2023-02-03;17:57:37;22044;17462;38;17894;187;1550
2023-02-03;17:57:42;22420;17963;38;60575;186;1550
2023-02-03;17:57:47;22888;18517;39;48117;185;1550
2023-02-03;17:57:52;22888;18517;39;48117;185;1550
2023-02-03;17:57:57;23333;18914;40;32981;185;1550
2023-02-03;17:58:02;23509;19432;40;52950;184;1550
2023-02-03;17:58:07;23717;19807;41;11003;184;1550
2023-02-03;17:58:12;23900;20231;41;31773;184;1550
2023-02-03;17:58:17;24100;20600;41;54446;183;1550
2023-02-03;17:58:22;24301;21050;42;11728;182;1550
2023-02-03;17:58:27;24301;21050;42;11728;182;1550
2023-02-03;17:58:32;24508;21431;42;35174;182;1550
2023-02-03;17:58:37;24784;21736;43;979;181;1550
2023-02-03;17:58:42;25012;21989;43;26829;181;1550
2023-02-03;17:58:47;25046;22365;43;30635;180;1550
2023-02-03;17:58:52;25182;22833;43;46117;180;1550
2023-02-03;17:58:57;25177;23278;43;45484;180;1550
2023-02-03;17:59:02;25177;23278;43;45484;179;1550
2023-02-03;17:59:07;25378;23454;44;2807;179;1550
2023-02-03;17:59:12;25473;23663;44;13561;178;1550
2023-02-03;17:59:17;25521;23846;44;19012;178;1550
2023-02-03;17:59:22;25571;24046;44;24620;178;1550
2023-02-03;17:59:27;25729;24247;44;42575;177;1550
2023-02-03;17:59:32;25810;24454;44;51789;176;1550
2023-02-03;17:59:37;25810;24454;44;51789;176;1550
2023-02-03;17:59:42;25807;24730;44;51474;175;1550
2023-02-03;17:59:47;25808;24959;44;51568;175;1550
2023-02-03;17:59:52;26062;24993;45;14791;175;1550
2023-02-03;17:59:57;26155;25129;45;25396;175;1550
2023-02-03;18:00:02;26202;25124;45;30677;174;1550
2023-02-03;18:00:07;26202;25124;45;30677;173;1550
2023-02-03;18:00:12;25989;25325;45;6517;173;1550
2023-02-03;18:00:17;25977;25420;45;5182;173;1550
2023-02-03;18:00:22;26056;25468;45;14183;173;1550
2023-02-03;18:00:27;26237;25518;45;34662;173;1550
2023-02-03;18:00:32;26328;25677;45;44992;171;1550
2023-02-03;18:00:37;26278;25758;45;39340;171;1550
2023-02-03;18:00:42;26278;25758;45;39340;170;1550
2023-02-03;18:00:47;26285;25755;45;40047;170;1550
2023-02-03;18:00:52;26455;25756;45;59361;170;1550
2023-02-03;18:00:57;26498;26010;45;64267;168;1550
2023-02-03;18:01:02;26494;26103;45;63792;169;1550
2023-02-03;18:01:07;26506;26151;45;65114;168;1550
2023-02-03;18:01:12;26533;25938;46;2741;168;1550
2023-02-03;18:01:17;26533;25938;46;2741;167;1550
2023-02-03;18:01:22;26590;25926;46;9152;167;1550
2023-02-03;18:01:27;26669;26005;46;18133;166;1550
2023-02-03;18:01:32;26683;26186;46;19657;166;1550
2023-02-03;18:01:37;26664;26278;46;17488;166;1550
2023-02-03;18:01:42;26703;26228;46;22014;165;1550
2023-02-03;18:01:47;26940;26235;46;48849;164;1550
2023-02-03;18:01:52;26940;26235;46;48849;164;1550
2023-02-03;18:01:57;26881;26405;46;42119;163;1550
2023-02-03;18:02:02;26646;26448;46;15461;163;1550
2023-02-03;18:02:07;26651;26444;46;16080;162;1550
2023-02-03;18:02:12;26957;26457;46;50727;162;1550
2023-02-03;18:02:17;26831;26484;46;36508;161;1550
2023-02-03;18:02:22;26746;26541;46;26825;161;1550
2023-02-03;18:02:27;26746;26541;46;26825;160;1550
2023-02-03;18:02:32;27902;26620;48;26811;160;1550
2023-02-03;18:02:37;29705;26634;51;34687;159;1550
2023-02-03;18:02:42;30748;26616;53;21871;159;1550
2023-02-03;18:02:47;30803;26655;53;28129;158;1550
2023-02-03;18:02:52;31104;26892;53;62287;158;1550
2023-02-03;18:02:57;31220;26833;54;9921;157;1550
2023-02-03;18:03:02;31220;26833;54;9921;156;1550
2023-02-03;18:03:07;31345;26598;54;24119;156;1550
2023-02-03;18:03:12;31497;26603;54;41270;156;1550
2023-02-03;18:03:17;31484;26910;54;39853;155;1550
2023-02-03;18:03:22;31389;26784;54;29106;155;1550
2023-02-03;18:03:27;31504;26699;54;42090;155;1550
2023-02-03;18:03:32;31838;27855;55;14456;154;1550
2023-02-03;18:03:37;31838;27855;55;14456;153;1550
2023-02-03;18:03:42;31947;29658;55;26798;152;1550
2023-02-03;18:03:47;32067;30702;55;40394;151;1550
2023-02-03;18:03:52;32250;30757;55;61175;151;1550
2023-02-03;18:03:57;32262;31058;55;62480;151;1550
2023-02-03;18:04:02;32221;31174;55;57829;151;1550
2023-02-03;18:04:07;32427;31299;56;15753;150;1550
2023-02-03;18:04:12;32427;31299;56;15753;149;1550
2023-02-03;18:04:17;32486;31452;56;22442;149;1550
2023-02-03;18:04:22;32348;31439;56;6711;148;1550
2023-02-03;18:04:27;32510;31344;56;25097;148;1550
2023-02-03;18:04:32;32771;31459;56;54687;146;1550
2023-02-03;18:04:37;32851;31794;56;63832;146;1550
2023-02-03;18:04:42;32714;31903;56;48223;145;1550
2023-02-03;18:04:47;32714;31903;56;48223;145;1550
2023-02-03;18:04:52;32773;32023;56;54921;145;1550
2023-02-03;18:04:57;33068;32206;57;22877;144;1550
2023-02-03;18:05:02;33118;32218;57;28516;144;1550
2023-02-03;18:05:07;33158;32177;57;33082;143;1550
2023-02-03;18:05:12;33102;32383;57;26689;143;1550
2023-02-03;18:05:17;33150;32443;57;32124;141;1550
2023-02-03;18:05:22;33150;32443;57;32124;141;1550
2023-02-03;18:05:27;33403;32305;57;60831;141;1550
2023-02-03;18:05:32;33329;32467;57;52507;141;1550
2023-02-03;18:05:37;33172;32729;57;34691;139;1550
2023-02-03;18:05:42;33286;32810;57;47570;139;1550
2023-02-03;18:05:47;33312;32672;57;50577;139;1550
2023-02-03;18:05:52;33623;32732;58;20255;138;1550
2023-02-03;18:05:57;33623;32732;58;20255;138;1550
2023-02-03;18:06:02;33818;33027;58;42351;137;1550
2023-02-03;18:06:07;33662;33077;58;24679;137;1550
2023-02-03;18:06:12;33637;33117;58;21891;136;1550
2023-02-03;18:06:17;33764;33062;58;36243;136;1550
2023-02-03;18:06:22;33854;33110;58;46408;135;1550
2023-02-03;18:06:27;33900;33363;58;51695;135;1550
2023-02-03;18:06:32;33900;33363;58;51695;134;1550
2023-02-03;18:06:37;33951;33289;58;57490;133;1550
2023-02-03;18:06:42;34155;33133;59;15033;132;1550
2023-02-03;18:06:47;34144;33247;59;13852;131;1550
2023-02-03;18:06:52;34182;33273;59;18091;131;1550
2023-02-03;18:06:57;34273;33585;59;28446;129;1550
2023-02-03;18:07:02;34232;33780;59;23788;128;1550
2023-02-03;18:07:07;34232;33780;59;23788;129;1550
2023-02-03;18:07:12;34183;33624;59;18283;128;1550
2023-02-03;18:07:17;34215;33599;59;21865;127;1550
2023-02-03;18:07:22;34237;33726;59;24382;126;1550
2023-02-03;18:07:27;34337;33817;59;35708;125;1550
2023-02-03;18:07:32;34422;33863;59;45346;124;1550
2023-02-03;18:07:37;34422;33863;59;45346;124;1550
2023-02-03;18:07:42;34487;33914;59;52650;123;1550
2023-02-03;18:07:47;34434;34119;59;46748;123;1550
2023-02-03;18:07:52;34604;34108;60;466;122;1550
2023-02-03;18:07:57;34718;34146;60;13389;121;1550
2023-02-03;18:08:02;34710;34237;60;12455;121;1550
2023-02-03;18:08:07;34714;34197;60;12875;119;1550
2023-02-03;18:08:12;34714;34197;60;12875;118;1550
2023-02-03;18:08:17;34760;34148;60;18099;118;1550
2023-02-03;18:08:22;34772;34180;60;19457;117;1550
2023-02-03;18:08:27;34817;34202;60;24634;117;1550
2023-02-03;18:08:32;34886;34302;60;32381;116;1550
2023-02-03;18:08:37;34884;34388;60;32149;116;1550
2023-02-03;18:08:42;34913;34453;60;35470;116;1550
2023-02-03;18:08:47;34913;34453;60;35470;115;1550
2023-02-03;18:08:52;34990;34400;60;44186;115;1550
2023-02-03;18:08:57;34997;34570;60;45013;114;1550
2023-02-03;18:09:02;34972;34684;60;42111;112;1550
2023-02-03;18:09:07;34886;34677;60;32381;112;1550
2023-02-03;18:09:12;35151;34681;60;62412;111;1550
2023-02-03;18:09:17;35176;34727;60;65264;111;1550
2023-02-03;18:09:22;35176;34727;60;65264;110;1550
2023-02-03;18:09:27;35024;34740;60;48087;109;1550
2023-02-03;18:09:32;35046;34785;60;50526;109;1550
2023-02-03;18:09:37;35249;34854;61;7993;109;1550
2023-02-03;18:09:42;35302;34852;61;14086;107;1550
2023-02-03;18:09:47;35207;34881;61;3267;106;1550
2023-02-03;18:09:52;35225;34959;61;5329;106;1550
2023-02-03;18:09:57;35225;34959;61;5329;106;1550
2023-02-03;18:10:02;35040;34966;60;49869;106;1550
2023-02-03;18:10:07;34968;34941;60;41688;106;1550
2023-02-03;18:10:12;35184;34855;61;685;105;1550
2023-02-03;18:10:17;35174;35120;60;65128;104;1550
2023-02-03;18:10:22;35259;35145;61;9120;104;1550
2023-02-03;18:10:27;35283;34994;61;11949;103;1550
2023-02-03;18:10:32;35283;34994;61;11949;102;1550
2023-02-03;18:10:37;35229;35016;61;5778;102;1550
2023-02-03;18:10:42;35253;35219;61;8521;101;1550
2023-02-03;18:10:47;35253;35272;61;8494;99;1550
2023-02-03;18:10:52;35224;35178;61;5228;99;1550
2023-02-03;18:10:57;35243;35196;61;7349;98;1550
2023-02-03;18:11:02;35351;35011;61;19580;98;1550
2023-02-03;18:11:07;35351;35011;61;19580;96;1550
2023-02-03;18:11:12;35359;34940;61;20561;96;1550
2023-02-03;18:11:17;35286;35156;61;12190;96;1550
2023-02-03;18:11:22;35256;35146;61;8778;95;1550
2023-02-03;18:11:27;35138;35231;60;60937;94;1550
2023-02-03;18:11:32;35410;35256;61;26332;93;1550
2023-02-03;18:11:37;35552;35202;61;42367;92;1550
2023-02-03;18:11:42;35552;35202;61;42367;91;1550
2023-02-03;18:11:47;35516;35226;61;38346;91;1550
2023-02-03;18:11:52;35516;35226;61;38348;91;1550
2023-02-03;18:11:57;35570;35197;61;44463;90;1550
2023-02-03;18:12:02;35599;35216;61;47780;90;1550
2023-02-03;18:12:07;35521;35325;61;38875;89;1550
2023-02-03;18:12:12;35537;35333;61;40690;88;1550
2023-02-03;18:12:17;35537;35333;61;40690;87;1550
2023-02-03;18:12:22;35628;35260;61;51033;87;1550
2023-02-03;18:12:27;35606;35230;61;48490;87;1550
2023-02-03;18:12:32;35478;35112;61;34027;86;1550
2023-02-03;18:12:37;35469;35385;61;33037;85;1550
2023-02-03;18:12:42;35452;35527;61;31053;84;1550
2023-02-03;18:12:47;35488;35491;61;35141;84;1550
2023-02-03;18:12:52;35488;35491;61;35141;84;1550
2023-02-03;18:12:57;35463;35492;61;32259;82;1550
2023-02-03;18:13:02;35424;35546;61;27905;81;1550
2023-02-03;18:13:07;35412;35576;61;26574;79;1550
2023-02-03;18:13:12;35422;35498;61;27663;79;1550
2023-02-03;18:13:17;35452;35514;61;31068;78;1550
2023-02-03;18:13:22;35382;35605;61;23168;78;1550
2023-02-03;18:13:27;35382;35605;61;23168;76;1550
2023-02-03;18:13:32;35425;35584;61;27952;75;1550
2023-02-03;18:13:37;35469;35456;61;32987;75;1550
2023-02-03;18:13:42;35289;35447;61;12562;74;1550
2023-02-03;18:13:47;35232;35430;61;6072;74;1550
2023-02-03;18:13:52;35334;35467;61;17696;72;1550
2023-02-03;18:13:57;35334;35467;61;17696;71;1550
2023-02-03;18:14:02;35335;35442;61;17814;71;1550
2023-02-03;18:14:07;35198;35403;61;2308;71;1550
2023-02-03;18:14:12;35080;35391;60;54422;69;1550
2023-02-03;18:14:17;35216;35402;61;4340;69;1550
2023-02-03;18:14:22;35371;35432;61;21859;69;1550
2023-02-03;18:14:27;35351;35363;61;19572;66;1550
2023-02-03;18:14:32;35351;35363;61;19572;66;1550
2023-02-03;18:14:37;35225;35406;61;5276;65;1550
2023-02-03;18:14:42;35041;35450;60;49951;65;1550
2023-02-03;18:14:47;34918;35270;60;36065;64;1550
2023-02-03;18:14:52;34968;35213;60;41692;64;1550
2023-02-03;18:14:57;35009;35316;60;46343;63;1550
2023-02-03;18:15:02;34974;35317;60;42380;62;1550
2023-02-03;18:15:07;34974;35317;60;42380;61;1550
2023-02-03;18:15:12;35034;35180;60;49197;60;1550
2023-02-03;18:15:17;34989;35063;60;44138;60;1550
2023-02-03;18:15:22;34930;35199;60;37431;59;1550
2023-02-03;18:15:27;34984;35354;60;43528;58;1550
2023-02-03;18:15:32;34984;35334;60;43482;58;1550
2023-02-03;18:15:37;34894;35208;60;33333;57;1550
2023-02-03;18:15:42;34894;35208;60;33333;56;1550
2023-02-03;18:15:47;34938;35025;60;38310;55;1550
2023-02-03;18:15:52;35020;34902;60;47656;54;1550
2023-02-03;18:15:57;34992;34952;60;44455;53;1550
2023-02-03;18:16:02;34846;34994;60;27824;54;1550
2023-02-03;18:16:07;34748;34958;60;16768;54;1550
2023-02-03;18:16:12;34884;35019;60;32210;53;1550
2023-02-03;18:16:17;34884;35019;60;32210;52;1550
2023-02-03;18:16:22;35028;34974;60;48518;52;1550
2023-02-03;18:16:27;34992;34915;60;44465;51;1550
2023-02-03;18:16:32;34962;34969;60;41020;51;1550
2023-02-03;18:16:37;34632;34970;60;3616;49;1550
2023-02-03;18:16:42;34490;34880;59;53072;49;1550
2023-02-03;18:16:47;34839;34925;60;27030;46;1550
2023-02-03;18:16:52;34839;34925;60;27030;47;1550
2023-02-03;18:16:57;34960;35006;60;40774;47;1550
2023-02-03;18:17:02;35012;34979;60;46733;46;1550
2023-02-03;18:17:07;34802;34833;60;22839;45;1550
2023-02-03;18:17:12;34696;34735;60;10845;44;1550
2023-02-03;18:17:17;34866;34871;60;30138;44;1550
2023-02-03;18:17:22;34889;35016;60;32703;43;1550
2023-02-03;18:17:27;34889;35016;60;32703;43;1550
2023-02-03;18:17:32;34782;34980;60;20575;42;1550
2023-02-03;18:17:37;34539;34950;59;58646;41;1550
2023-02-03;18:17:42;34360;34620;59;38319;40;1550
2023-02-03;18:17:47;34501;34479;59;54309;39;1550
2023-02-03;18:17:52;34638;34828;60;4253;37;1550
2023-02-03;18:17:57;34728;34950;60;14520;37;1550
2023-02-03;18:18:02;34728;34950;60;14520;36;1550
2023-02-03;18:18:07;34610;35002;60;1121;35;1550
2023-02-03;18:18:12;34488;34792;59;52864;35;1550
2023-02-03;18:18:17;34556;34686;59;60582;35;1550
2023-02-03;18:18:22;34797;34856;60;22273;34;1550
2023-02-03;18:18:27;34767;34880;60;18938;33;1550
2023-02-03;18:18:32;34548;34773;59;59581;31;1550
2023-02-03;18:18:37;34548;34773;59;59581;31;1550
2023-02-03;18:18:42;33681;34530;58;26869;30;1550
2023-02-03;18:18:47;32665;34352;56;42678;29;1550
2023-02-03;18:18:52;32094;34493;55;43520;28;1550
2023-02-03;18:18:57;31707;34630;54;65112;29;1550
2023-02-03;18:19:02;31224;34720;54;10361;28;1550
2023-02-03;18:19:07;31281;34603;54;16876;26;1550
2023-02-03;18:19:12;31281;34603;54;16876;25;1550
2023-02-03;18:19:17;31352;34481;54;24880;25;1550
2023-02-03;18:19:22;31198;34549;54;7398;24;1550
2023-02-03;18:19:27;31122;34790;53;64310;25;1550
2023-02-03;18:19:32;30997;34761;53;50207;23;1550
2023-02-03;18:19:37;31021;34542;53;52827;22;1550
2023-02-03;18:19:42;30888;33675;53;37836;20;1550
2023-02-03;18:19:47;30888;33675;53;37836;18;1550
2023-02-03;18:19:52;30946;32659;53;44381;19;1550
2023-02-03;18:19:57;30820;32088;53;30094;18;1550
2023-02-03;18:20:02;30726;31702;53;19377;17;1550
2023-02-03;18:20:07;30871;31219;53;35807;16;1550
2023-02-03;18:20:12;30725;31276;53;19288;15;1550
2023-02-03;18:20:17;30725;31276;53;19288;15;1550
2023-02-03;18:20:22;30823;31347;53;30368;13;1550
2023-02-03;18:20:27;30682;31194;53;14377;13;1550
2023-02-03;18:20:32;30320;31118;52;38916;12;1550
2023-02-03;18:20:37;30385;30993;52;46272;11;1550
2023-02-03;18:20:42;30564;31017;53;1002;11;1550
2023-02-03;18:20:47;30367;30885;52;44282;10;1550
2023-02-03;18:20:52;30367;30885;52;44282;9;1550
2023-02-03;18:20:57;30124;30943;52;16729;7;1550
2023-02-03;18:21:02;30078;30817;52;11440;7;1550
2023-02-03;18:21:07;29916;30724;51;58648;7;1550
2023-02-03;18:21:12;30195;30869;52;24752;5;1550
2023-02-03;18:21:17;30264;30723;52;32552;4;1550
2023-02-03;18:21:22;29953;30821;51;62878;4;1550
2023-02-03;18:21:27;29953;30821;51;62878;3;1550
2023-02-03;18:21:32;29997;30680;52;2314;2;1550
2023-02-03;18:21:37;30067;30319;52;10270;1;1550
2023-02-03;18:21:42;29872;30384;51;53594;0;1550
2023-02-03;18:21:47;29604;30564;51;23299;65535;1550
2023-02-03;18:21:52;29473;30367;51;8347;0;1550
2023-02-03;18:21:57;29117;30124;50;33610;65535;1550
2023-02-03;18:22:02;29117;30124;50;33610;65533;1550
2023-02-03;18:22:07;28907;30078;50;9788;65532;1550
2023-02-03;18:22:12;29058;29917;50;26876;65531;1550
2023-02-03;18:22:17;28963;30196;50;16160;65531;1550
2023-02-03;18:22:22;28863;30265;50;4742;65531;1550
2023-02-03;18:22:27;29076;29954;50;28962;65530;1550
2023-02-03;18:22:32;29405;29998;51;706;65529;1550
2023-02-03;18:22:37;29405;29998;51;706;65529;1550
2023-02-03;18:22:42;29406;30069;51;808;65528;1550
2023-02-03;18:22:47;29348;29874;50;59786;65527;1550
2023-02-03;18:22:52;29435;29606;51;4140;65527;1550
2023-02-03;18:22:57;29415;29475;51;1845;65527;1550
2023-02-03;18:23:02;29277;29120;50;51704;65526;1550
2023-02-03;18:23:07;29185;28910;50;41302;65525;1550
2023-02-03;18:23:12;29185;28910;50;41302;65524;1550
2023-02-03;18:23:17;29324;29061;50;57038;65523;1550
2023-02-03;18:23:22;29484;28966;51;9648;65523;1550
2023-02-03;18:23:27;29259;28867;50;49666;65522;1550
2023-02-03;18:23:32;29216;29080;50;44797;65522;1550
2023-02-03;18:23:37;29198;29409;50;42738;65520;1550
2023-02-03;18:23:42;29302;29411;50;54598;65518;1550
2023-02-03;18:23:47;29302;29411;50;54598;65518;1550
2023-02-03;18:23:52;29285;29353;50;52640;65517;1550
2023-02-03;18:23:57;29130;29440;50;35033;65516;1550
2023-02-03;18:24:02;29114;29420;50;33282;65516;1550
2023-02-03;18:24:07;27062;29283;46;62677;65516;1550
2023-02-03;18:24:12;16584;29191;28;54143;65516;1550
2023-02-03;18:24:17;17843;29330;31;283;65514;1550
2023-02-03;18:24:22;17843;29330;31;283;65514;1550
2023-02-03;18:24:27;35055;29490;60;51525;65513;1550
2023-02-03;18:24:32;52562;29265;91;5246;65512;1550
2023-02-03;18:24:37;2233;29223;117;25839;65512;1550
2023-02-03;18:24:42;6459;29205;124;46217;65510;1550
2023-02-03;18:24:47;5839;29309;123;41458;65509;1550
2023-02-03;18:24:52;5208;29293;122;35455;65508;1550
2023-02-03;18:24:57;5208;29293;122;35455;65506;1550
2023-02-03;18:25:02;4683;29138;121;41507;65506;1550
2023-02-03;18:25:07;4379;29122;121;6965;65505;1550
2023-02-03;18:25:12;4137;27071;120;45054;65504;1550
2023-02-03;18:25:17;3965;16593;120;25629;65505;1550
2023-02-03;18:25:22;3816;17852;120;8698;65503;1550
2023-02-03;18:25:27;3711;35065;119;62334;65503;1550
2023-02-03;18:25:32;3711;35065;119;62334;65501;1550
2023-02-03;18:25:37;3628;52573;119;52857;65501;1550
2023-02-03;18:25:42;3527;2243;119;41411;65500;1550
2023-02-03;18:25:47;3434;6469;119;30896;65498;1550
2023-02-03;18:25:52;3376;5850;119;24343;65499;1550
2023-02-03;18:25:57;3317;5219;119;17590;65498;1550
2023-02-03;18:26:02;3277;4694;119;13073;65497;1550
2023-02-03;18:26:07;3277;4694;119;13073;65497;1550
2023-02-03;18:26:12;3237;4391;119;8587;65494;1550
2023-02-03;18:26:17;3197;4149;119;4023;65493;1550
2023-02-03;18:26:22;3146;3977;118;63767;65492;1550
2023-02-03;18:26:27;3097;3829;118;58281;65491;1550
2023-02-03;18:26:32;3059;3724;118;53959;65491;1550
