Дата;Время;k_int_ref;с_weight;bridge_temp;tenzo_h;tenzo_l;LH;LL;free;temp;datetime;level
14.03.2023;0:00:00;799;60;65380;1;51956;1;52048;0;-1.56;14.03.2023 0:00;117584
14.03.2023;0:00:05;799;60;65378;1;51956;1;52048;0;-1.58;14.03.2023 0:00;117584
14.03.2023;0:00:10;796;60;65375;1;51953;1;52048;0;-1.61;14.03.2023 0:00;117584
14.03.2023;0:00:15;799;60;65378;1;51952;1;52048;0;-1.58;14.03.2023 0:00;117584
14.03.2023;0:00:20;796;60;65375;1;51953;1;52048;0;-1.61;14.03.2023 0:00;117584
14.03.2023;0:00:25;796;60;65375;1;51953;1;52048;0;-1.61;14.03.2023 0:00;117584
14.03.2023;0:00:30;799;60;65378;1;51954;1;52048;0;-1.58;14.03.2023 0:00;117584
14.03.2023;0:00:35;799;60;65377;1;51951;1;52048;0;-1.59;14.03.2023 0:00;117584
14.03.2023;0:00:40;796;60;65375;1;51950;1;52048;0;-1.61;14.03.2023 0:00;117584
14.03.2023;0:00:45;799;60;65377;1;51952;1;52048;0;-1.59;14.03.2023 0:00;117584
14.03.2023;0:00:50;799;60;65378;1;51952;1;52048;0;-1.58;14.03.2023 0:00;117584
14.03.2023;0:00:55;799;60;65377;1;51951;1;52048;0;-1.59;14.03.2023 0:00;117584
14.03.2023;0:01:00;799;60;65377;1;51951;1;52048;0;-1.59;14.03.2023 0:01;117584
14.03.2023;0:01:05;799;60;65377;1;51953;1;52048;0;-1.59;14.03.2023 0:01;117584
14.03.2023;0:01:10;799;60;65377;1;51952;1;52048;0;-1.59;14.03.2023 0:01;117584
14.03.2023;0:01:15;799;60;65377;1;51953;1;52048;0;-1.59;14.03.2023 0:01;117584
14.03.2023;0:01:20;797;60;65375;1;51952;1;52048;0;-1.61;14.03.2023 0:01;117584
14.03.2023;0:01:25;799;60;65377;1;51952;1;52048;0;-1.59;14.03.2023 0:01;117584
14.03.2023;0:01:30;797;60;65375;1;51953;1;52048;0;-1.61;14.03.2023 0:01;117584
14.03.2023;0:01:35;797;60;65375;1;51953;1;52048;0;-1.61;14.03.2023 0:01;117584
14.03.2023;0:01:40;797;60;65375;1;51953;1;52048;0;-1.61;14.03.2023 0:01;117584
14.03.2023;0:01:45;799;60;65378;1;51952;1;52048;0;-1.58;14.03.2023 0:01;117584
14.03.2023;0:01:50;799;60;65378;1;51951;1;52048;0;-1.58;14.03.2023 0:01;117584
14.03.2023;0:01:55;797;60;65375;1;51950;1;52047;0;-1.61;14.03.2023 0:01;117583
14.03.2023;0:02:00;799;60;65377;1;51949;1;52047;0;-1.59;14.03.2023 0:02;117583
14.03.2023;0:02:05;799;60;65377;1;51952;1;52047;0;-1.59;14.03.2023 0:02;117583
14.03.2023;0:02:10;799;60;65377;1;51952;1;52047;0;-1.59;14.03.2023 0:02;117583
14.03.2023;0:02:15;799;60;65377;1;51953;1;52047;0;-1.59;14.03.2023 0:02;117583
14.03.2023;0:02:20;799;60;65377;1;51952;1;52047;0;-1.59;14.03.2023 0:02;117583
14.03.2023;0:02:25;797;60;65375;1;51950;1;52047;0;-1.61;14.03.2023 0:02;117583
14.03.2023;0:02:30;799;60;65378;1;51953;1;52047;0;-1.58;14.03.2023 0:02;117583
14.03.2023;0:02:35;798;60;65375;1;51954;1;52047;0;-1.61;14.03.2023 0:02;117583
14.03.2023;0:02:40;798;60;65375;1;51954;1;52047;0;-1.61;14.03.2023 0:02;117583
14.03.2023;0:02:45;799;60;65377;1;51953;1;52047;0;-1.59;14.03.2023 0:02;117583
14.03.2023;0:02:50;799;60;65377;1;51952;1;52047;0;-1.59;14.03.2023 0:02;117583
14.03.2023;0:02:55;798;60;65375;1;51952;1;52047;0;-1.61;14.03.2023 0:02;117583
14.03.2023;0:03:00;798;60;65375;1;51954;1;52048;0;-1.61;14.03.2023 0:03;117584
14.03.2023;0:03:05;799;60;65377;1;51954;1;52048;0;-1.59;14.03.2023 0:03;117584
14.03.2023;0:03:10;799;60;65377;1;51953;1;52048;0;-1.59;14.03.2023 0:03;117584
14.03.2023;0:03:15;799;60;65377;1;51953;1;52048;0;-1.59;14.03.2023 0:03;117584
14.03.2023;0:03:20;798;60;65375;1;51951;1;52048;0;-1.61;14.03.2023 0:03;117584
14.03.2023;0:03:25;798;60;65375;1;51951;1;52048;0;-1.61;14.03.2023 0:03;117584
14.03.2023;0:03:30;799;60;65377;1;51952;1;52048;0;-1.59;14.03.2023 0:03;117584
14.03.2023;0:03:35;799;60;65377;1;51950;1;52047;0;-1.59;14.03.2023 0:03;117583
14.03.2023;0:03:40;799;60;65377;1;51950;1;52047;0;-1.59;14.03.2023 0:03;117583
14.03.2023;0:03:45;798;60;65375;1;51951;1;52047;0;-1.61;14.03.2023 0:03;117583
14.03.2023;0:03:50;798;60;65375;1;51951;1;52047;0;-1.61;14.03.2023 0:03;117583
14.03.2023;0:03:55;798;60;65375;1;51949;1;52047;0;-1.61;14.03.2023 0:03;117583
14.03.2023;0:04:00;798;60;65375;1;51950;1;52047;0;-1.61;14.03.2023 0:04;117583
14.03.2023;0:04:05;798;60;65375;1;51953;1;52048;0;-1.61;14.03.2023 0:04;117584
14.03.2023;0:04:10;798;60;65375;1;51953;1;52048;0;-1.61;14.03.2023 0:04;117584
14.03.2023;0:04:15;798;60;65375;1;51952;1;52048;0;-1.61;14.03.2023 0:04;117584
14.03.2023;0:04:20;799;60;65375;1;51952;1;52048;0;-1.61;14.03.2023 0:04;117584
14.03.2023;0:04:25;799;60;65375;1;51952;1;52048;0;-1.61;14.03.2023 0:04;117584
14.03.2023;0:04:30;799;60;65375;1;51950;1;52048;0;-1.61;14.03.2023 0:04;117584
14.03.2023;0:04:35;799;60;65375;1;51950;1;52047;0;-1.61;14.03.2023 0:04;117583
14.03.2023;0:04:40;799;60;65375;1;51952;1;52047;0;-1.61;14.03.2023 0:04;117583
14.03.2023;0:04:45;799;60;65375;1;51950;1;52047;0;-1.61;14.03.2023 0:04;117583
14.03.2023;0:04:50;799;60;65377;1;51956;1;52048;0;-1.59;14.03.2023 0:04;117584
14.03.2023;0:04:55;799;60;65377;1;51955;1;52048;0;-1.59;14.03.2023 0:04;117584
14.03.2023;0:05:00;799;60;65377;1;51955;1;52048;0;-1.59;14.03.2023 0:05;117584
14.03.2023;0:05:05;799;60;65377;1;51953;1;52048;0;-1.59;14.03.2023 0:05;117584
14.03.2023;0:05:10;799;60;65377;1;51954;1;52048;0;-1.59;14.03.2023 0:05;117584
14.03.2023;0:05:15;799;60;65375;1;51954;1;52048;0;-1.61;14.03.2023 0:05;117584
14.03.2023;0:05:20;798;60;65374;1;51955;1;52048;0;-1.62;14.03.2023 0:05;117584
14.03.2023;0:05:25;798;60;65374;1;51956;1;52048;0;-1.62;14.03.2023 0:05;117584
14.03.2023;0:05:30;799;60;65377;1;51954;1;52048;0;-1.59;14.03.2023 0:05;117584
14.03.2023;0:05:35;799;60;65377;1;51954;1;52048;0;-1.59;14.03.2023 0:05;117584
14.03.2023;0:05:40;798;60;65374;1;51954;1;52049;0;-1.62;14.03.2023 0:05;117585
14.03.2023;0:05:45;799;60;65375;1;51955;1;52049;0;-1.61;14.03.2023 0:05;117585
14.03.2023;0:05:50;799;60;65375;1;51954;1;52049;0;-1.61;14.03.2023 0:05;117585
14.03.2023;0:05:55;799;60;65375;1;51953;1;52049;0;-1.61;14.03.2023 0:05;117585
14.03.2023;0:06:00;799;60;65375;1;51955;1;52049;0;-1.61;14.03.2023 0:06;117585
14.03.2023;0:06:05;798;60;65374;1;51959;1;52050;0;-1.62;14.03.2023 0:06;117586
14.03.2023;0:06:10;798;60;65374;1;51959;1;52050;0;-1.62;14.03.2023 0:06;117586
14.03.2023;0:06:15;798;60;65374;1;51956;1;52050;0;-1.62;14.03.2023 0:06;117586
14.03.2023;0:06:20;799;60;65375;1;51953;1;52050;0;-1.61;14.03.2023 0:06;117586
14.03.2023;0:06:25;799;60;65375;1;51954;1;52050;0;-1.61;14.03.2023 0:06;117586
14.03.2023;0:06:30;798;60;65374;1;51954;1;52051;0;-1.62;14.03.2023 0:06;117587
14.03.2023;0:06:35;799;60;65375;1;51953;1;52051;0;-1.61;14.03.2023 0:06;117587
14.03.2023;0:06:40;798;60;65374;1;51951;1;52051;0;-1.62;14.03.2023 0:06;117587
14.03.2023;0:06:45;798;60;65374;1;51951;1;52051;0;-1.62;14.03.2023 0:06;117587
14.03.2023;0:06:50;799;60;65377;1;51951;1;52050;0;-1.59;14.03.2023 0:06;117586
14.03.2023;0:06:55;798;60;65374;1;51952;1;52050;0;-1.62;14.03.2023 0:06;117586
14.03.2023;0:07:00;798;60;65374;1;51953;1;52050;0;-1.62;14.03.2023 0:07;117586
14.03.2023;0:07:05;799;60;65374;1;51954;1;52050;0;-1.62;14.03.2023 0:07;117586
14.03.2023;0:07:10;799;60;65374;1;51955;1;52050;0;-1.62;14.03.2023 0:07;117586
14.03.2023;0:07:15;799;60;65374;1;51956;1;52051;0;-1.62;14.03.2023 0:07;117587
14.03.2023;0:07:20;799;60;65374;1;51956;1;52051;0;-1.62;14.03.2023 0:07;117587
14.03.2023;0:07:25;799;60;65375;1;51956;1;52051;0;-1.61;14.03.2023 0:07;117587
14.03.2023;0:07:30;799;60;65374;1;51956;1;52051;0;-1.62;14.03.2023 0:07;117587
14.03.2023;0:07:35;799;60;65375;1;51953;1;52051;0;-1.61;14.03.2023 0:07;117587
14.03.2023;0:07:40;799;60;65375;1;51953;1;52051;0;-1.61;14.03.2023 0:07;117587
14.03.2023;0:07:45;799;60;65375;1;51954;1;52051;0;-1.61;14.03.2023 0:07;117587
14.03.2023;0:07:50;799;60;65375;1;51954;1;52051;0;-1.61;14.03.2023 0:07;117587
14.03.2023;0:07:55;799;60;65375;1;51954;1;52051;0;-1.61;14.03.2023 0:07;117587
14.03.2023;0:08:00;799;60;65377;1;51953;1;52051;0;-1.59;14.03.2023 0:08;117587
14.03.2023;0:08:05;799;60;65375;1;51954;1;52050;0;-1.61;14.03.2023 0:08;117586
14.03.2023;0:08:10;799;60;65374;1;51954;1;52050;0;-1.62;14.03.2023 0:08;117586
14.03.2023;0:08:15;799;60;65375;1;51951;1;52050;0;-1.61;14.03.2023 0:08;117586
14.03.2023;0:08:20;799;60;65374;1;51953;1;52050;0;-1.62;14.03.2023 0:08;117586
14.03.2023;0:08:25;799;60;65374;1;51953;1;52050;0;-1.62;14.03.2023 0:08;117586
14.03.2023;0:08:30;799;60;65375;1;51956;1;52050;0;-1.61;14.03.2023 0:08;117586
14.03.2023;0:08:35;799;60;65374;1;51955;1;52050;0;-1.62;14.03.2023 0:08;117586
14.03.2023;0:08:40;799;60;65375;1;51954;1;52050;0;-1.61;14.03.2023 0:08;117586
14.03.2023;0:08:45;799;60;65374;1;51954;1;52051;0;-1.62;14.03.2023 0:08;117587
14.03.2023;0:08:50;799;60;65375;1;51954;1;52051;0;-1.61;14.03.2023 0:08;117587
14.03.2023;0:08:55;799;60;65374;1;51956;1;52051;0;-1.62;14.03.2023 0:08;117587
14.03.2023;0:09:00;799;60;65374;1;51956;1;52051;0;-1.62;14.03.2023 0:09;117587
14.03.2023;0:09:05;799;60;65375;1;51958;1;52051;0;-1.61;14.03.2023 0:09;117587
14.03.2023;0:09:10;799;60;65374;1;51957;1;52051;0;-1.62;14.03.2023 0:09;117587
14.03.2023;0:09:15;796;60;65372;1;51955;1;52051;0;-1.64;14.03.2023 0:09;117587
14.03.2023;0:09:20;799;60;65374;1;51956;1;52051;0;-1.62;14.03.2023 0:09;117587
14.03.2023;0:09:25;799;60;65374;1;51956;1;52051;0;-1.62;14.03.2023 0:09;117587
14.03.2023;0:09:30;799;60;65374;1;51956;1;52051;0;-1.62;14.03.2023 0:09;117587
14.03.2023;0:09:35;799;60;65374;1;51956;1;52051;0;-1.62;14.03.2023 0:09;117587
14.03.2023;0:09:40;797;60;65372;1;51955;1;52052;0;-1.64;14.03.2023 0:09;117588
14.03.2023;0:09:45;799;60;65375;1;51954;1;52052;0;-1.61;14.03.2023 0:09;117588
14.03.2023;0:09:50;799;60;65375;1;51955;1;52052;0;-1.61;14.03.2023 0:09;117588
14.03.2023;0:09:55;797;60;65372;1;51957;1;52052;0;-1.64;14.03.2023 0:09;117588
14.03.2023;0:10:00;799;60;65374;1;51957;1;52052;0;-1.62;14.03.2023 0:10;117588
14.03.2023;0:10:05;799;60;65375;1;51955;1;52052;0;-1.61;14.03.2023 0:10;117588
14.03.2023;0:10:10;799;60;65375;1;51955;1;52052;0;-1.61;14.03.2023 0:10;117588
14.03.2023;0:10:15;797;60;65372;1;51957;1;52053;0;-1.64;14.03.2023 0:10;117589
14.03.2023;0:10:20;799;60;65375;1;51958;1;52053;0;-1.61;14.03.2023 0:10;117589
14.03.2023;0:10:25;797;60;65372;1;51957;1;52053;0;-1.64;14.03.2023 0:10;117589
14.03.2023;0:10:30;797;60;65372;1;51957;1;52053;0;-1.64;14.03.2023 0:10;117589
14.03.2023;0:10:35;798;60;65372;1;51958;1;52053;0;-1.64;14.03.2023 0:10;117589
14.03.2023;0:10:40;799;60;65375;1;51957;1;52053;0;-1.61;14.03.2023 0:10;117589
14.03.2023;0:10:45;799;60;65375;1;51957;1;52053;0;-1.61;14.03.2023 0:10;117589
14.03.2023;0:10:50;799;60;65374;1;51954;1;52053;0;-1.62;14.03.2023 0:10;117589
14.03.2023;0:10:55;799;60;65374;1;51956;1;52053;0;-1.62;14.03.2023 0:10;117589
14.03.2023;0:11:00;796;60;65371;1;51957;1;52053;0;-1.65;14.03.2023 0:11;117589
14.03.2023;0:11:05;798;60;65372;1;51956;1;52053;0;-1.64;14.03.2023 0:11;117589
14.03.2023;0:11:10;798;60;65372;1;51956;1;52054;0;-1.64;14.03.2023 0:11;117590
14.03.2023;0:11:15;799;60;65374;1;51955;1;52053;0;-1.62;14.03.2023 0:11;117589
14.03.2023;0:11:20;799;60;65374;1;51955;1;52053;0;-1.62;14.03.2023 0:11;117589
14.03.2023;0:11:25;798;60;65372;1;51955;1;52053;0;-1.64;14.03.2023 0:11;117589
14.03.2023;0:11:30;799;60;65374;1;51954;1;52053;0;-1.62;14.03.2023 0:11;117589
14.03.2023;0:11:35;799;60;65374;1;51956;1;52053;0;-1.62;14.03.2023 0:11;117589
14.03.2023;0:11:40;799;60;65374;1;51959;1;52054;0;-1.62;14.03.2023 0:11;117590
14.03.2023;0:11:45;798;60;65372;1;51958;1;52054;0;-1.64;14.03.2023 0:11;117590
14.03.2023;0:11:50;798;60;65372;1;51955;1;52054;0;-1.64;14.03.2023 0:11;117590
14.03.2023;0:11:55;798;60;65372;1;51955;1;52054;0;-1.64;14.03.2023 0:11;117590
14.03.2023;0:12:00;799;60;65374;1;51954;1;52054;0;-1.62;14.03.2023 0:12;117590
14.03.2023;0:12:05;799;60;65374;1;51955;1;52054;0;-1.62;14.03.2023 0:12;117590
14.03.2023;0:12:10;798;60;65372;1;51958;1;52054;0;-1.64;14.03.2023 0:12;117590
14.03.2023;0:12:15;798;60;65372;1;51960;1;52054;0;-1.64;14.03.2023 0:12;117590
14.03.2023;0:12:20;798;60;65372;1;51959;1;52054;0;-1.64;14.03.2023 0:12;117590
14.03.2023;0:12:25;798;60;65372;1;51957;1;52054;0;-1.64;14.03.2023 0:12;117590
14.03.2023;0:12:30;798;60;65372;1;51957;1;52054;0;-1.64;14.03.2023 0:12;117590
14.03.2023;0:12:35;799;60;65374;1;51957;1;52054;0;-1.62;14.03.2023 0:12;117590
14.03.2023;0:12:40;799;60;65374;1;51959;1;52054;0;-1.62;14.03.2023 0:12;117590
14.03.2023;0:12:45;799;60;65372;1;51960;1;52054;0;-1.64;14.03.2023 0:12;117590
14.03.2023;0:12:50;799;60;65372;1;51958;1;52055;0;-1.64;14.03.2023 0:12;117591
14.03.2023;0:12:55;799;60;65372;1;51956;1;52055;0;-1.64;14.03.2023 0:12;117591
14.03.2023;0:13:00;799;60;65372;1;51957;1;52055;0;-1.64;14.03.2023 0:13;117591
14.03.2023;0:13:05;799;60;65372;1;51957;1;52055;0;-1.64;14.03.2023 0:13;117591
14.03.2023;0:13:10;799;60;65374;1;51956;1;52055;0;-1.62;14.03.2023 0:13;117591
14.03.2023;0:13:15;799;60;65372;1;51954;1;52055;0;-1.64;14.03.2023 0:13;117591
14.03.2023;0:13:20;799;60;65374;1;51955;1;52055;0;-1.62;14.03.2023 0:13;117591
14.03.2023;0:13:25;799;60;65372;1;51958;1;52055;0;-1.64;14.03.2023 0:13;117591
14.03.2023;0:13:30;799;60;65372;1;51957;1;52055;0;-1.64;14.03.2023 0:13;117591
14.03.2023;0:13:35;798;60;65371;1;51957;1;52055;0;-1.65;14.03.2023 0:13;117591
14.03.2023;0:13:40;798;60;65371;1;51957;1;52055;0;-1.65;14.03.2023 0:13;117591
14.03.2023;0:13:45;794;60;65369;1;51959;1;52055;0;-1.67;14.03.2023 0:13;117591
14.03.2023;0:13:50;799;60;65375;1;51959;1;52055;0;-1.61;14.03.2023 0:13;117591
14.03.2023;0:13:55;799;60;65372;1;51957;1;52055;0;-1.64;14.03.2023 0:13;117591
14.03.2023;0:14:00;799;60;65372;1;51956;1;52055;0;-1.64;14.03.2023 0:14;117591
14.03.2023;0:14:05;799;60;65374;1;51959;1;52055;0;-1.62;14.03.2023 0:14;117591
14.03.2023;0:14:10;799;60;65374;1;51959;1;52055;0;-1.62;14.03.2023 0:14;117591
14.03.2023;0:14:15;798;60;65371;1;51960;1;52055;0;-1.65;14.03.2023 0:14;117591
14.03.2023;0:14:20;799;60;65372;1;51958;1;52055;0;-1.64;14.03.2023 0:14;117591
14.03.2023;0:14:25;799;60;65372;1;51958;1;52055;0;-1.64;14.03.2023 0:14;117591
14.03.2023;0:14:30;799;60;65372;1;51959;1;52056;0;-1.64;14.03.2023 0:14;117592
14.03.2023;0:14:35;799;60;65372;1;51961;1;52056;0;-1.64;14.03.2023 0:14;117592
14.03.2023;0:14:40;798;60;65371;1;51959;1;52056;0;-1.65;14.03.2023 0:14;117592
14.03.2023;0:14:45;798;60;65371;1;51959;1;52056;0;-1.65;14.03.2023 0:14;117592
14.03.2023;0:14:50;799;60;65372;1;51958;1;52056;0;-1.64;14.03.2023 0:14;117592
14.03.2023;0:14:55;798;60;65371;1;51957;1;52056;0;-1.65;14.03.2023 0:14;117592
14.03.2023;0:15:00;798;60;65371;1;51958;1;52056;0;-1.65;14.03.2023 0:15;117592
14.03.2023;0:15:05;799;60;65372;1;51960;1;52056;0;-1.64;14.03.2023 0:15;117592
14.03.2023;0:15:10;798;60;65371;1;51961;1;52057;0;-1.65;14.03.2023 0:15;117593
14.03.2023;0:15:15;799;60;65371;1;51959;1;52057;0;-1.65;14.03.2023 0:15;117593
14.03.2023;0:15:20;799;60;65371;1;51959;1;52057;0;-1.65;14.03.2023 0:15;117593
14.03.2023;0:15:25;799;60;65371;1;51956;1;52057;0;-1.65;14.03.2023 0:15;117593
14.03.2023;0:15:30;799;60;65371;1;51957;1;52057;0;-1.65;14.03.2023 0:15;117593
14.03.2023;0:15:35;799;60;65372;1;51959;1;52057;0;-1.64;14.03.2023 0:15;117593
14.03.2023;0:15:40;799;60;65371;1;51959;1;52057;0;-1.65;14.03.2023 0:15;117593
14.03.2023;0:15:45;799;60;65371;1;51958;1;52057;0;-1.65;14.03.2023 0:15;117593
14.03.2023;0:15:50;799;60;65372;1;51957;1;52057;0;-1.64;14.03.2023 0:15;117593
14.03.2023;0:15:55;799;60;65372;1;51957;1;52057;0;-1.64;14.03.2023 0:15;117593
14.03.2023;0:16:00;799;60;65371;1;51959;1;52057;0;-1.65;14.03.2023 0:16;117593
14.03.2023;0:16:05;799;60;65371;1;51960;1;52057;0;-1.65;14.03.2023 0:16;117593
14.03.2023;0:16:10;799;60;65371;1;51960;1;52057;0;-1.65;14.03.2023 0:16;117593
14.03.2023;0:16:15;799;60;65371;1;51960;1;52057;0;-1.65;14.03.2023 0:16;117593
14.03.2023;0:16:20;799;60;65372;1;51960;1;52057;0;-1.64;14.03.2023 0:16;117593
14.03.2023;0:16:25;799;60;65372;1;51959;1;52057;0;-1.64;14.03.2023 0:16;117593
14.03.2023;0:16:30;799;60;65372;1;51959;1;52057;0;-1.64;14.03.2023 0:16;117593
14.03.2023;0:16:35;799;60;65374;1;51958;1;52057;0;-1.62;14.03.2023 0:16;117593
14.03.2023;0:16:40;796;60;65369;1;51959;1;52057;0;-1.67;14.03.2023 0:16;117593
14.03.2023;0:16:45;799;60;65372;1;51958;1;52057;0;-1.64;14.03.2023 0:16;117593
14.03.2023;0:16:50;799;60;65372;1;51960;1;52057;0;-1.64;14.03.2023 0:16;117593
14.03.2023;0:16:55;799;60;65371;1;51961;1;52058;0;-1.65;14.03.2023 0:16;117594
14.03.2023;0:17:00;796;60;65369;1;51959;1;52058;0;-1.67;14.03.2023 0:17;117594
14.03.2023;0:17:05;796;60;65369;1;51959;1;52058;0;-1.67;14.03.2023 0:17;117594
14.03.2023;0:17:10;797;60;65369;1;51958;1;52057;0;-1.67;14.03.2023 0:17;117593
14.03.2023;0:17:15;797;60;65369;1;51960;1;52058;0;-1.67;14.03.2023 0:17;117594
14.03.2023;0:17:20;799;60;65371;1;51960;1;52058;0;-1.65;14.03.2023 0:17;117594
14.03.2023;0:17:25;797;60;65369;1;51958;1;52058;0;-1.67;14.03.2023 0:17;117594
14.03.2023;0:17:30;797;60;65369;1;51959;1;52058;0;-1.67;14.03.2023 0:17;117594
14.03.2023;0:17:35;797;60;65369;1;51961;1;52058;0;-1.67;14.03.2023 0:17;117594
14.03.2023;0:17:40;797;60;65369;1;51961;1;52058;0;-1.67;14.03.2023 0:17;117594
14.03.2023;0:17:45;799;60;65371;1;51961;1;52058;0;-1.65;14.03.2023 0:17;117594
14.03.2023;0:17:50;797;60;65369;1;51959;1;52058;0;-1.67;14.03.2023 0:17;117594
14.03.2023;0:17:55;793;60;65367;1;51961;1;52059;0;-1.69;14.03.2023 0:17;117595
14.03.2023;0:18:00;798;60;65369;1;51962;1;52059;0;-1.67;14.03.2023 0:18;117595
14.03.2023;0:18:05;799;60;65371;1;51961;1;52059;0;-1.65;14.03.2023 0:18;117595
14.03.2023;0:18:10;798;60;65369;1;51961;1;52059;0;-1.67;14.03.2023 0:18;117595
14.03.2023;0:18:15;798;60;65369;1;51961;1;52059;0;-1.67;14.03.2023 0:18;117595
14.03.2023;0:18:20;798;60;65369;1;51961;1;52059;0;-1.67;14.03.2023 0:18;117595
14.03.2023;0:18:25;799;60;65371;1;51961;1;52059;0;-1.65;14.03.2023 0:18;117595
14.03.2023;0:18:30;794;60;65367;1;51959;1;52059;0;-1.69;14.03.2023 0:18;117595
14.03.2023;0:18:35;799;60;65371;1;51958;1;52059;0;-1.65;14.03.2023 0:18;117595
14.03.2023;0:18:40;798;60;65369;1;51958;1;52059;0;-1.67;14.03.2023 0:18;117595
14.03.2023;0:18:45;798;60;65369;1;51956;1;52059;0;-1.67;14.03.2023 0:18;117595
14.03.2023;0:18:50;798;60;65369;1;51956;1;52059;0;-1.67;14.03.2023 0:18;117595
14.03.2023;0:18:55;798;60;65369;1;51955;1;52059;0;-1.67;14.03.2023 0:18;117595
14.03.2023;0:19:00;798;60;65369;1;51958;1;52059;0;-1.67;14.03.2023 0:19;117595
14.03.2023;0:19:05;798;60;65369;1;51957;1;52059;0;-1.67;14.03.2023 0:19;117595
14.03.2023;0:19:10;799;60;65371;1;51956;1;52059;0;-1.65;14.03.2023 0:19;117595
14.03.2023;0:19:15;799;60;65371;1;51958;1;52058;0;-1.65;14.03.2023 0:19;117594
14.03.2023;0:19:20;795;60;65367;1;51960;1;52059;0;-1.69;14.03.2023 0:19;117595
14.03.2023;0:19:25;795;60;65367;1;51960;1;52059;0;-1.69;14.03.2023 0:19;117595
14.03.2023;0:19:30;799;60;65371;1;51959;1;52059;0;-1.65;14.03.2023 0:19;117595
14.03.2023;0:19:35;799;60;65371;1;51959;1;52058;0;-1.65;14.03.2023 0:19;117594
14.03.2023;0:19:40;799;60;65369;1;51960;1;52058;0;-1.67;14.03.2023 0:19;117594
14.03.2023;0:19:45;796;60;65367;1;51959;1;52059;0;-1.69;14.03.2023 0:19;117595
14.03.2023;0:19:50;799;60;65372;1;51956;1;52058;0;-1.64;14.03.2023 0:19;117594
14.03.2023;0:19:55;799;60;65369;1;51958;1;52058;0;-1.67;14.03.2023 0:19;117594
14.03.2023;0:20:00;799;60;65369;1;51958;1;52058;0;-1.67;14.03.2023 0:20;117594
14.03.2023;0:20:05;799;60;65369;1;51960;1;52058;0;-1.67;14.03.2023 0:20;117594
14.03.2023;0:20:10;796;60;65367;1;51958;1;52058;0;-1.69;14.03.2023 0:20;117594
14.03.2023;0:20:15;794;60;65366;1;51959;1;52058;0;-1.7;14.03.2023 0:20;117594
14.03.2023;0:20:20;799;60;65371;1;51960;1;52058;0;-1.65;14.03.2023 0:20;117594
14.03.2023;0:20:25;796;60;65367;1;51960;1;52058;0;-1.69;14.03.2023 0:20;117594
14.03.2023;0:20:30;797;60;65367;1;51959;1;52058;0;-1.69;14.03.2023 0:20;117594
14.03.2023;0:20:35;797;60;65367;1;51959;1;52058;0;-1.69;14.03.2023 0:20;117594
14.03.2023;0:20:40;799;60;65371;1;51959;1;52058;0;-1.65;14.03.2023 0:20;117594
14.03.2023;0:20:45;799;60;65371;1;51960;1;52058;0;-1.65;14.03.2023 0:20;117594
14.03.2023;0:20:50;799;60;65369;1;51960;1;52059;0;-1.67;14.03.2023 0:20;117595
14.03.2023;0:20:55;799;60;65369;1;51960;1;52059;0;-1.67;14.03.2023 0:20;117595
14.03.2023;0:21:00;799;60;65369;1;51960;1;52059;0;-1.67;14.03.2023 0:21;117595
14.03.2023;0:21:05;799;60;65369;1;51960;1;52059;0;-1.67;14.03.2023 0:21;117595
14.03.2023;0:21:10;795;60;65366;1;51958;1;52059;0;-1.7;14.03.2023 0:21;117595
14.03.2023;0:21:15;797;60;65367;1;51957;1;52059;0;-1.69;14.03.2023 0:21;117595
14.03.2023;0:21:20;799;60;65369;1;51961;1;52059;0;-1.67;14.03.2023 0:21;117595
14.03.2023;0:21:25;799;60;65369;1;51961;1;52059;0;-1.67;14.03.2023 0:21;117595
14.03.2023;0:21:30;799;60;65369;1;51959;1;52059;0;-1.67;14.03.2023 0:21;117595
14.03.2023;0:21:35;797;60;65367;1;51957;1;52059;0;-1.69;14.03.2023 0:21;117595
14.03.2023;0:21:40;797;60;65367;1;51957;1;52059;0;-1.69;14.03.2023 0:21;117595
14.03.2023;0:21:45;799;60;65369;1;51960;1;52059;0;-1.67;14.03.2023 0:21;117595
14.03.2023;0:21:50;799;60;65369;1;51962;1;52060;0;-1.67;14.03.2023 0:21;117596
14.03.2023;0:21:55;799;60;65371;1;51960;1;52060;0;-1.65;14.03.2023 0:21;117596
14.03.2023;0:22:00;796;60;65366;1;51960;1;52060;0;-1.7;14.03.2023 0:22;117596
14.03.2023;0:22:05;798;60;65367;1;51960;1;52060;0;-1.69;14.03.2023 0:22;117596
14.03.2023;0:22:10;798;60;65367;1;51960;1;52060;0;-1.69;14.03.2023 0:22;117596
14.03.2023;0:22:15;798;60;65367;1;51960;1;52060;0;-1.69;14.03.2023 0:22;117596
14.03.2023;0:22:20;799;60;65369;1;51961;1;52060;0;-1.67;14.03.2023 0:22;117596
14.03.2023;0:22:25;799;60;65369;1;51961;1;52060;0;-1.67;14.03.2023 0:22;117596
14.03.2023;0:22:30;796;60;65366;1;51959;1;52060;0;-1.7;14.03.2023 0:22;117596
14.03.2023;0:22:35;799;60;65369;1;51959;1;52060;0;-1.67;14.03.2023 0:22;117596
14.03.2023;0:22:40;796;60;65366;1;51961;1;52060;0;-1.7;14.03.2023 0:22;117596
