Дата;Время;k_int_ref;с_weight;bridge_temp;tenzo_h;tenzo_l;LH;LL;free;temp;datetime;level;tenzo
19.03.2023;0:00:02;799;0;65311;8;24683;8;24943;131;-2.25;19.03.2023 0:00;549231;548971
19.03.2023;0:00:07;799;0;65311;8;24681;8;24943;131;-2.25;19.03.2023 0:00;549231;548969
19.03.2023;0:00:12;799;0;65311;8;24681;8;24943;131;-2.25;19.03.2023 0:00;549231;548969
19.03.2023;0:00:17;799;0;65311;8;24680;8;24942;131;-2.25;19.03.2023 0:00;549230;548968
19.03.2023;0:00:22;799;0;65311;8;24681;8;24942;131;-2.25;19.03.2023 0:00;549230;548969
19.03.2023;0:00:27;799;0;65311;8;24684;8;24943;131;-2.25;19.03.2023 0:00;549231;548972
19.03.2023;0:00:32;799;0;65311;8;24684;8;24943;131;-2.25;19.03.2023 0:00;549231;548972
19.03.2023;0:00:37;799;0;65311;8;24684;8;24943;131;-2.25;19.03.2023 0:00;549231;548972
19.03.2023;0:00:42;799;0;65311;8;24685;8;24943;131;-2.25;19.03.2023 0:00;549231;548973
19.03.2023;0:00:47;799;0;65311;8;24685;8;24943;131;-2.25;19.03.2023 0:00;549231;548973
19.03.2023;0:00:52;799;0;65311;8;24683;8;24943;131;-2.25;19.03.2023 0:00;549231;548971
19.03.2023;0:00:57;799;0;65311;8;24683;8;24943;131;-2.25;19.03.2023 0:00;549231;548971
19.03.2023;0:01:02;799;0;65311;8;24684;8;24943;131;-2.25;19.03.2023 0:01;549231;548972
19.03.2023;0:01:07;799;0;65311;8;24684;8;24943;131;-2.25;19.03.2023 0:01;549231;548972
19.03.2023;0:01:12;799;0;65311;8;24684;8;24943;131;-2.25;19.03.2023 0:01;549231;548972
19.03.2023;0:01:17;799;0;65311;8;24684;8;24943;131;-2.25;19.03.2023 0:01;549231;548972
19.03.2023;0:01:22;799;0;65311;8;24685;8;24943;131;-2.25;19.03.2023 0:01;549231;548973
19.03.2023;0:01:27;799;0;65311;8;24684;8;24944;131;-2.25;19.03.2023 0:01;549232;548972
19.03.2023;0:01:32;799;0;65311;8;24684;8;24944;131;-2.25;19.03.2023 0:01;549232;548972
19.03.2023;0:01:37;799;0;65311;8;24684;8;24944;131;-2.25;19.03.2023 0:01;549232;548972
19.03.2023;0:01:42;799;0;65311;8;24682;8;24944;131;-2.25;19.03.2023 0:01;549232;548970
19.03.2023;0:01:47;799;0;65311;8;24682;8;24944;131;-2.25;19.03.2023 0:01;549232;548970
19.03.2023;0:01:52;799;0;65311;8;24682;8;24944;131;-2.25;19.03.2023 0:01;549232;548970
19.03.2023;0:01:57;799;0;65311;8;24684;8;24944;131;-2.25;19.03.2023 0:01;549232;548972
19.03.2023;0:02:02;799;0;65311;8;24685;8;24944;131;-2.25;19.03.2023 0:02;549232;548973
19.03.2023;0:02:07;799;0;65311;8;24684;8;24944;131;-2.25;19.03.2023 0:02;549232;548972
19.03.2023;0:02:12;799;0;65311;8;24682;8;24944;131;-2.25;19.03.2023 0:02;549232;548970
19.03.2023;0:02:17;799;0;65311;8;24681;8;24944;131;-2.25;19.03.2023 0:02;549232;548969
19.03.2023;0:02:22;799;0;65311;8;24683;8;24944;131;-2.25;19.03.2023 0:02;549232;548971
19.03.2023;0:02:27;799;0;65311;8;24683;8;24944;131;-2.25;19.03.2023 0:02;549232;548971
19.03.2023;0:02:32;799;0;65310;8;24684;8;24944;131;-2.26;19.03.2023 0:02;549232;548972
19.03.2023;0:02:37;799;0;65310;8;24682;8;24944;131;-2.26;19.03.2023 0:02;549232;548970
19.03.2023;0:02:42;798;0;65309;8;24684;8;24944;131;-2.27;19.03.2023 0:02;549232;548972
19.03.2023;0:02:47;798;0;65309;8;24684;8;24944;131;-2.27;19.03.2023 0:02;549232;548972
19.03.2023;0:02:52;797;0;65308;8;24682;8;24944;131;-2.28;19.03.2023 0:02;549232;548970
19.03.2023;0:02:57;797;0;65308;8;24682;8;24944;131;-2.28;19.03.2023 0:02;549232;548970
19.03.2023;0:03:02;795;0;65307;8;24682;8;24944;131;-2.29;19.03.2023 0:03;549232;548970
19.03.2023;0:03:07;795;0;65307;8;24683;8;24944;131;-2.29;19.03.2023 0:03;549232;548971
19.03.2023;0:03:12;797;0;65308;8;24686;8;24945;131;-2.28;19.03.2023 0:03;549233;548974
19.03.2023;0:03:17;799;0;65309;8;24684;8;24945;131;-2.27;19.03.2023 0:03;549233;548972
19.03.2023;0:03:22;799;0;65309;8;24683;8;24945;131;-2.27;19.03.2023 0:03;549233;548971
19.03.2023;0:03:27;799;0;65309;8;24683;8;24945;131;-2.27;19.03.2023 0:03;549233;548971
19.03.2023;0:03:32;799;0;65309;8;24683;8;24945;131;-2.27;19.03.2023 0:03;549233;548971
19.03.2023;0:03:37;799;0;65309;8;24683;8;24945;131;-2.27;19.03.2023 0:03;549233;548971
19.03.2023;0:03:42;799;0;65309;8;24683;8;24945;131;-2.27;19.03.2023 0:03;549233;548971
19.03.2023;0:03:47;799;0;65309;8;24685;8;24945;131;-2.27;19.03.2023 0:03;549233;548973
19.03.2023;0:03:52;798;0;65308;8;24687;8;24945;131;-2.28;19.03.2023 0:03;549233;548975
19.03.2023;0:03:57;798;0;65308;8;24684;8;24945;131;-2.28;19.03.2023 0:03;549233;548972
19.03.2023;0:04:02;796;0;65307;8;24681;8;24945;131;-2.29;19.03.2023 0:04;549233;548969
19.03.2023;0:04:07;796;0;65307;8;24681;8;24945;131;-2.29;19.03.2023 0:04;549233;548969
19.03.2023;0:04:12;796;0;65307;8;24683;8;24945;131;-2.29;19.03.2023 0:04;549233;548971
19.03.2023;0:04:17;795;0;65306;8;24685;8;24946;131;-2.3;19.03.2023 0:04;549234;548973
19.03.2023;0:04:22;795;0;65306;8;24686;8;24946;131;-2.3;19.03.2023 0:04;549234;548974
19.03.2023;0:04:27;795;0;65306;8;24687;8;24946;131;-2.3;19.03.2023 0:04;549234;548975
19.03.2023;0:04:32;795;0;65306;8;24686;8;24947;131;-2.3;19.03.2023 0:04;549235;548974
19.03.2023;0:04:37;793;0;65305;8;24687;8;24947;131;-2.31;19.03.2023 0:04;549235;548975
19.03.2023;0:04:42;793;0;65305;8;24687;8;24947;131;-2.31;19.03.2023 0:04;549235;548975
19.03.2023;0:04:47;794;0;65305;8;24686;8;24947;131;-2.31;19.03.2023 0:04;549235;548974
19.03.2023;0:04:52;796;0;65306;8;24685;8;24947;131;-2.3;19.03.2023 0:04;549235;548973
19.03.2023;0:04:57;794;0;65305;8;24686;8;24948;131;-2.31;19.03.2023 0:04;549236;548974
19.03.2023;0:05:02;794;0;65305;8;24684;8;24948;131;-2.31;19.03.2023 0:05;549236;548972
19.03.2023;0:05:07;795;0;65305;8;24684;8;24948;131;-2.31;19.03.2023 0:05;549236;548972
19.03.2023;0:05:12;795;0;65305;8;24684;8;24948;131;-2.31;19.03.2023 0:05;549236;548972
19.03.2023;0:05:17;795;0;65305;8;24686;8;24948;131;-2.31;19.03.2023 0:05;549236;548974
19.03.2023;0:05:22;795;0;65305;8;24685;8;24948;131;-2.31;19.03.2023 0:05;549236;548973
19.03.2023;0:05:27;795;0;65305;8;24683;8;24949;131;-2.31;19.03.2023 0:05;549237;548971
19.03.2023;0:05:32;796;0;65305;8;24684;8;24949;131;-2.31;19.03.2023 0:05;549237;548972
19.03.2023;0:05:37;796;0;65305;8;24685;8;24949;131;-2.31;19.03.2023 0:05;549237;548973
19.03.2023;0:05:42;796;0;65305;8;24683;8;24949;131;-2.31;19.03.2023 0:05;549237;548971
19.03.2023;0:05:47;796;0;65305;8;24683;8;24949;131;-2.31;19.03.2023 0:05;549237;548971
19.03.2023;0:05:52;796;0;65305;8;24683;8;24949;131;-2.31;19.03.2023 0:05;549237;548971
19.03.2023;0:05:57;797;0;65305;8;24684;8;24949;131;-2.31;19.03.2023 0:05;549237;548972
19.03.2023;0:06:02;797;0;65305;8;24685;8;24949;131;-2.31;19.03.2023 0:06;549237;548973
19.03.2023;0:06:07;797;0;65305;8;24685;8;24949;131;-2.31;19.03.2023 0:06;549237;548973
19.03.2023;0:06:12;797;0;65305;8;24686;8;24950;131;-2.31;19.03.2023 0:06;549238;548974
19.03.2023;0:06:17;797;0;65305;8;24685;8;24950;131;-2.31;19.03.2023 0:06;549238;548973
19.03.2023;0:06:22;797;0;65305;8;24685;8;24950;131;-2.31;19.03.2023 0:06;549238;548973
19.03.2023;0:06:27;797;0;65305;8;24685;8;24950;131;-2.31;19.03.2023 0:06;549238;548973
19.03.2023;0:06:32;797;0;65305;8;24684;8;24950;131;-2.31;19.03.2023 0:06;549238;548972
19.03.2023;0:06:37;798;0;65305;8;24683;8;24950;131;-2.31;19.03.2023 0:06;549238;548971
19.03.2023;0:06:42;798;0;65305;8;24684;8;24949;131;-2.31;19.03.2023 0:06;549237;548972
19.03.2023;0:06:47;798;0;65305;8;24684;8;24950;131;-2.31;19.03.2023 0:06;549238;548972
19.03.2023;0:06:52;798;0;65305;8;24684;8;24950;131;-2.31;19.03.2023 0:06;549238;548972
19.03.2023;0:06:57;798;0;65305;8;24684;8;24950;131;-2.31;19.03.2023 0:06;549238;548972
19.03.2023;0:07:02;798;0;65305;8;24685;8;24950;131;-2.31;19.03.2023 0:07;549238;548973
19.03.2023;0:07:07;798;0;65305;8;24684;8;24950;131;-2.31;19.03.2023 0:07;549238;548972
19.03.2023;0:07:12;798;0;65305;8;24685;8;24950;131;-2.31;19.03.2023 0:07;549238;548973
19.03.2023;0:07:17;798;0;65305;8;24687;8;24950;131;-2.31;19.03.2023 0:07;549238;548975
19.03.2023;0:07:22;798;0;65305;8;24686;8;24950;131;-2.31;19.03.2023 0:07;549238;548974
19.03.2023;0:07:27;798;0;65305;8;24686;8;24950;131;-2.31;19.03.2023 0:07;549238;548974
19.03.2023;0:07:32;798;0;65305;8;24685;8;24950;131;-2.31;19.03.2023 0:07;549238;548973
19.03.2023;0:07:37;798;0;65305;8;24685;8;24950;131;-2.31;19.03.2023 0:07;549238;548973
19.03.2023;0:07:42;798;0;65305;8;24685;8;24950;131;-2.31;19.03.2023 0:07;549238;548973
19.03.2023;0:07:47;799;0;65305;8;24686;8;24951;131;-2.31;19.03.2023 0:07;549239;548974
19.03.2023;0:07:52;799;0;65305;8;24688;8;24951;131;-2.31;19.03.2023 0:07;549239;548976
19.03.2023;0:07:57;799;0;65305;8;24688;8;24951;131;-2.31;19.03.2023 0:07;549239;548976
19.03.2023;0:08:02;799;0;65305;8;24688;8;24951;131;-2.31;19.03.2023 0:08;549239;548976
19.03.2023;0:08:07;799;0;65305;8;24686;8;24951;131;-2.31;19.03.2023 0:08;549239;548974
19.03.2023;0:08:12;799;0;65305;8;24684;8;24951;131;-2.31;19.03.2023 0:08;549239;548972
19.03.2023;0:08:17;799;0;65305;8;24684;8;24951;131;-2.31;19.03.2023 0:08;549239;548972
19.03.2023;0:08:22;799;0;65305;8;24685;8;24951;131;-2.31;19.03.2023 0:08;549239;548973
19.03.2023;0:08:27;799;0;65305;8;24684;8;24951;131;-2.31;19.03.2023 0:08;549239;548972
19.03.2023;0:08:32;799;0;65305;8;24685;8;24951;131;-2.31;19.03.2023 0:08;549239;548973
19.03.2023;0:08:37;799;0;65305;8;24685;8;24951;131;-2.31;19.03.2023 0:08;549239;548973
19.03.2023;0:08:42;799;0;65305;8;24685;8;24952;131;-2.31;19.03.2023 0:08;549240;548973
19.03.2023;0:08:47;799;0;65305;8;24686;8;24952;131;-2.31;19.03.2023 0:08;549240;548974
19.03.2023;0:08:52;799;0;65305;8;24686;8;24952;131;-2.31;19.03.2023 0:08;549240;548974
19.03.2023;0:08:57;799;0;65305;8;24685;8;24952;131;-2.31;19.03.2023 0:08;549240;548973
19.03.2023;0:09:02;799;0;65305;8;24684;8;24952;131;-2.31;19.03.2023 0:09;549240;548972
19.03.2023;0:09:07;799;0;65305;8;24684;8;24952;131;-2.31;19.03.2023 0:09;549240;548972
19.03.2023;0:09:12;799;0;65305;8;24684;8;24952;131;-2.31;19.03.2023 0:09;549240;548972
19.03.2023;0:09:17;799;0;65305;8;24683;8;24952;131;-2.31;19.03.2023 0:09;549240;548971
19.03.2023;0:09:22;799;0;65305;8;24685;8;24952;131;-2.31;19.03.2023 0:09;549240;548973
19.03.2023;0:09:27;799;0;65305;8;24685;8;24952;131;-2.31;19.03.2023 0:09;549240;548973
19.03.2023;0:09:32;799;0;65305;8;24684;8;24952;131;-2.31;19.03.2023 0:09;549240;548972
19.03.2023;0:09:37;799;0;65305;8;24686;8;24952;131;-2.31;19.03.2023 0:09;549240;548974
19.03.2023;0:09:42;799;0;65305;8;24686;8;24952;131;-2.31;19.03.2023 0:09;549240;548974
19.03.2023;0:09:47;799;0;65305;8;24685;8;24952;131;-2.31;19.03.2023 0:09;549240;548973
19.03.2023;0:09:52;799;0;65305;8;24686;8;24952;131;-2.31;19.03.2023 0:09;549240;548974
19.03.2023;0:09:57;799;0;65305;8;24686;8;24952;131;-2.31;19.03.2023 0:09;549240;548974
19.03.2023;0:10:02;799;0;65305;8;24685;8;24952;131;-2.31;19.03.2023 0:10;549240;548973
19.03.2023;0:10:07;799;0;65305;8;24686;8;24952;131;-2.31;19.03.2023 0:10;549240;548974
19.03.2023;0:10:12;799;0;65305;8;24687;8;24952;131;-2.31;19.03.2023 0:10;549240;548975
19.03.2023;0:10:17;799;0;65305;8;24687;8;24952;131;-2.31;19.03.2023 0:10;549240;548975
19.03.2023;0:10:22;799;0;65305;8;24685;8;24952;131;-2.31;19.03.2023 0:10;549240;548973
19.03.2023;0:10:27;799;0;65305;8;24685;8;24952;131;-2.31;19.03.2023 0:10;549240;548973
19.03.2023;0:10:32;799;0;65305;8;24685;8;24952;131;-2.31;19.03.2023 0:10;549240;548973
19.03.2023;0:10:37;799;0;65305;8;24684;8;24952;131;-2.31;19.03.2023 0:10;549240;548972
19.03.2023;0:10:42;799;0;65305;8;24685;8;24952;131;-2.31;19.03.2023 0:10;549240;548973
19.03.2023;0:10:47;799;0;65304;8;24684;8;24952;131;-2.32;19.03.2023 0:10;549240;548972
19.03.2023;0:10:52;799;0;65304;8;24684;8;24952;131;-2.32;19.03.2023 0:10;549240;548972
19.03.2023;0:10:57;799;0;65304;8;24684;8;24952;131;-2.32;19.03.2023 0:10;549240;548972
19.03.2023;0:11:02;799;0;65304;8;24686;8;24952;131;-2.32;19.03.2023 0:11;549240;548974
19.03.2023;0:11:07;798;0;65303;8;24686;8;24952;131;-2.33;19.03.2023 0:11;549240;548974
19.03.2023;0:11:12;798;0;65303;8;24684;8;24953;131;-2.33;19.03.2023 0:11;549241;548972
19.03.2023;0:11:17;798;0;65303;8;24685;8;24953;131;-2.33;19.03.2023 0:11;549241;548973
19.03.2023;0:11:22;798;0;65303;8;24685;8;24953;131;-2.33;19.03.2023 0:11;549241;548973
19.03.2023;0:11:27;798;0;65303;8;24685;8;24953;131;-2.33;19.03.2023 0:11;549241;548973
19.03.2023;0:11:32;798;0;65303;8;24684;8;24953;131;-2.33;19.03.2023 0:11;549241;548972
19.03.2023;0:11:37;798;0;65303;8;24686;8;24953;131;-2.33;19.03.2023 0:11;549241;548974
19.03.2023;0:11:42;798;0;65303;8;24685;8;24953;131;-2.33;19.03.2023 0:11;549241;548973
19.03.2023;0:11:47;797;0;65302;8;24683;8;24953;131;-2.34;19.03.2023 0:11;549241;548971
19.03.2023;0:11:52;795;0;65301;8;24684;8;24953;131;-2.35;19.03.2023 0:11;549241;548972
19.03.2023;0:11:57;795;0;65301;8;24684;8;24953;131;-2.35;19.03.2023 0:11;549241;548972
19.03.2023;0:12:02;795;0;65301;8;24685;8;24953;131;-2.35;19.03.2023 0:12;549241;548973
19.03.2023;0:12:07;795;0;65301;8;24686;8;24953;131;-2.35;19.03.2023 0:12;549241;548974
19.03.2023;0:12:12;796;0;65301;8;24686;8;24953;131;-2.35;19.03.2023 0:12;549241;548974
19.03.2023;0:12:17;796;0;65301;8;24688;8;24954;131;-2.35;19.03.2023 0:12;549242;548976
19.03.2023;0:12:22;794;0;65300;8;24687;8;24954;131;-2.36;19.03.2023 0:12;549242;548975
19.03.2023;0:12:27;794;0;65300;8;24683;8;24954;131;-2.36;19.03.2023 0:12;549242;548971
19.03.2023;0:12:32;794;0;65300;8;24683;8;24954;131;-2.36;19.03.2023 0:12;549242;548971
19.03.2023;0:12:37;794;0;65300;8;24684;8;24954;131;-2.36;19.03.2023 0:12;549242;548972
19.03.2023;0:12:42;795;0;65300;8;24685;8;24954;131;-2.36;19.03.2023 0:12;549242;548973
19.03.2023;0:12:47;792;0;65299;8;24684;8;24954;131;-2.37;19.03.2023 0:12;549242;548972
19.03.2023;0:12:52;793;0;65299;8;24684;8;24954;131;-2.37;19.03.2023 0:12;549242;548972
19.03.2023;0:12:57;796;0;65300;8;24685;8;24955;131;-2.36;19.03.2023 0:12;549243;548973
19.03.2023;0:13:02;796;0;65300;8;24686;8;24955;131;-2.36;19.03.2023 0:13;549243;548974
19.03.2023;0:13:07;796;0;65300;8;24686;8;24955;131;-2.36;19.03.2023 0:13;549243;548974
19.03.2023;0:13:12;796;0;65300;8;24685;8;24955;131;-2.36;19.03.2023 0:13;549243;548973
19.03.2023;0:13:17;796;0;65300;8;24683;8;24955;131;-2.36;19.03.2023 0:13;549243;548971
19.03.2023;0:13:22;796;0;65300;8;24685;8;24955;131;-2.36;19.03.2023 0:13;549243;548973
19.03.2023;0:13:27;797;0;65300;8;24686;8;24955;131;-2.36;19.03.2023 0:13;549243;548974
19.03.2023;0:13:32;797;0;65300;8;24686;8;24955;131;-2.36;19.03.2023 0:13;549243;548974
19.03.2023;0:13:37;797;0;65300;8;24686;8;24955;131;-2.36;19.03.2023 0:13;549243;548974
19.03.2023;0:13:42;797;0;65300;8;24686;8;24955;131;-2.36;19.03.2023 0:13;549243;548974
19.03.2023;0:13:47;797;0;65300;8;24684;8;24956;131;-2.36;19.03.2023 0:13;549244;548972
19.03.2023;0:13:52;797;0;65300;8;24686;8;24956;131;-2.36;19.03.2023 0:13;549244;548974
19.03.2023;0:13:57;797;0;65300;8;24687;8;24956;131;-2.36;19.03.2023 0:13;549244;548975
19.03.2023;0:14:02;796;0;65299;8;24685;8;24956;131;-2.37;19.03.2023 0:14;549244;548973
19.03.2023;0:14:07;796;0;65299;8;24685;8;24956;131;-2.37;19.03.2023 0:14;549244;548973
19.03.2023;0:14:12;796;0;65299;8;24685;8;24956;131;-2.37;19.03.2023 0:14;549244;548973
19.03.2023;0:14:17;796;0;65299;8;24686;8;24956;131;-2.37;19.03.2023 0:14;549244;548974
19.03.2023;0:14:22;798;0;65300;8;24686;8;24956;131;-2.36;19.03.2023 0:14;549244;548974
19.03.2023;0:14:27;796;0;65299;8;24685;8;24956;131;-2.37;19.03.2023 0:14;549244;548973
19.03.2023;0:14:32;797;0;65299;8;24685;8;24957;131;-2.37;19.03.2023 0:14;549245;548973
19.03.2023;0:14:37;797;0;65299;8;24685;8;24957;131;-2.37;19.03.2023 0:14;549245;548973
19.03.2023;0:14:42;797;0;65299;8;24686;8;24957;131;-2.37;19.03.2023 0:14;549245;548974
19.03.2023;0:14:47;797;0;65299;8;24686;8;24957;131;-2.37;19.03.2023 0:14;549245;548974
19.03.2023;0:14:52;797;0;65299;8;24685;8;24957;131;-2.37;19.03.2023 0:14;549245;548973
19.03.2023;0:14:57;797;0;65299;8;24685;8;24957;131;-2.37;19.03.2023 0:14;549245;548973
19.03.2023;0:15:02;797;0;65299;8;24686;8;24957;131;-2.37;19.03.2023 0:15;549245;548974
19.03.2023;0:15:07;797;0;65299;8;24687;8;24957;131;-2.37;19.03.2023 0:15;549245;548975
19.03.2023;0:15:12;798;0;65299;8;24687;8;24958;131;-2.37;19.03.2023 0:15;549246;548975
19.03.2023;0:15:17;798;0;65299;8;24687;8;24958;131;-2.37;19.03.2023 0:15;549246;548975
19.03.2023;0:15:22;798;0;65299;8;24687;8;24958;131;-2.37;19.03.2023 0:15;549246;548975
19.03.2023;0:15:27;798;0;65299;8;24685;8;24958;131;-2.37;19.03.2023 0:15;549246;548973
19.03.2023;0:15:32;798;0;65299;8;24686;8;24958;131;-2.37;19.03.2023 0:15;549246;548974
19.03.2023;0:15:37;798;0;65299;8;24686;8;24958;131;-2.37;19.03.2023 0:15;549246;548974
19.03.2023;0:15:42;798;0;65299;8;24687;8;24958;131;-2.37;19.03.2023 0:15;549246;548975
19.03.2023;0:15:47;798;0;65299;8;24684;8;24958;131;-2.37;19.03.2023 0:15;549246;548972
19.03.2023;0:15:52;798;0;65299;8;24684;8;24958;131;-2.37;19.03.2023 0:15;549246;548972
19.03.2023;0:15:57;798;0;65299;8;24685;8;24958;131;-2.37;19.03.2023 0:15;549246;548973
19.03.2023;0:16:02;798;0;65299;8;24687;8;24958;131;-2.37;19.03.2023 0:16;549246;548975
19.03.2023;0:16:07;798;0;65299;8;24687;8;24959;131;-2.37;19.03.2023 0:16;549247;548975
19.03.2023;0:16:12;798;0;65299;8;24685;8;24959;131;-2.37;19.03.2023 0:16;549247;548973
19.03.2023;0:16:17;798;0;65299;8;24684;8;24959;131;-2.37;19.03.2023 0:16;549247;548972
19.03.2023;0:16:22;799;0;65299;8;24684;8;24959;131;-2.37;19.03.2023 0:16;549247;548972
19.03.2023;0:16:27;799;0;65299;8;24684;8;24959;131;-2.37;19.03.2023 0:16;549247;548972
19.03.2023;0:16:32;799;0;65299;8;24684;8;24959;131;-2.37;19.03.2023 0:16;549247;548972
19.03.2023;0:16:37;799;0;65299;8;24686;8;24959;131;-2.37;19.03.2023 0:16;549247;548974
19.03.2023;0:16:42;799;0;65299;8;24686;8;24959;131;-2.37;19.03.2023 0:16;549247;548974
19.03.2023;0:16:47;799;0;65299;8;24686;8;24959;131;-2.37;19.03.2023 0:16;549247;548974
19.03.2023;0:16:52;799;0;65299;8;24687;8;24959;131;-2.37;19.03.2023 0:16;549247;548975
