Дата;Время;k_int_ref;с_weight;bridge_temp;tenzo_h;tenzo_l;LH;LL;free;temp;datetime;level;tenzo
18.03.2023;0:00:02;799;0;156;8;24519;8;24338;34;1.56;18.03.2023 0:00;548626;548807
18.03.2023;0:00:07;799;0;156;8;24520;8;24338;34;1.56;18.03.2023 0:00;548626;548808
18.03.2023;0:00:12;799;0;156;8;24520;8;24338;34;1.56;18.03.2023 0:00;548626;548808
18.03.2023;0:00:17;799;0;156;8;24520;8;24338;34;1.56;18.03.2023 0:00;548626;548808
18.03.2023;0:00:22;799;0;156;8;24520;8;24338;34;1.56;18.03.2023 0:00;548626;548808
18.03.2023;0:00:27;799;0;156;8;24521;8;24339;34;1.56;18.03.2023 0:00;548627;548809
18.03.2023;0:00:32;799;0;156;8;24521;8;24339;34;1.56;18.03.2023 0:00;548627;548809
18.03.2023;0:00:37;799;0;156;8;24518;8;24339;34;1.56;18.03.2023 0:00;548627;548806
18.03.2023;0:00:42;799;0;156;8;24518;8;24339;34;1.56;18.03.2023 0:00;548627;548806
18.03.2023;0:00:47;799;0;156;8;24516;8;24339;34;1.56;18.03.2023 0:00;548627;548804
18.03.2023;0:00:52;799;0;156;8;24519;8;24339;34;1.56;18.03.2023 0:00;548627;548807
18.03.2023;0:00:57;799;0;156;8;24520;8;24339;34;1.56;18.03.2023 0:00;548627;548808
18.03.2023;0:01:02;799;0;156;8;24518;8;24339;34;1.56;18.03.2023 0:01;548627;548806
18.03.2023;0:01:07;799;0;156;8;24517;8;24339;34;1.56;18.03.2023 0:01;548627;548805
18.03.2023;0:01:12;799;0;156;8;24519;8;24339;34;1.56;18.03.2023 0:01;548627;548807
18.03.2023;0:01:17;799;0;156;8;24519;8;24339;34;1.56;18.03.2023 0:01;548627;548807
18.03.2023;0:01:22;799;0;156;8;24517;8;24339;34;1.56;18.03.2023 0:01;548627;548805
18.03.2023;0:01:27;799;0;156;8;24517;8;24339;34;1.56;18.03.2023 0:01;548627;548805
18.03.2023;0:01:32;799;0;156;8;24517;8;24339;34;1.56;18.03.2023 0:01;548627;548805
18.03.2023;0:01:37;799;0;156;8;24517;8;24339;34;1.56;18.03.2023 0:01;548627;548805
18.03.2023;0:01:42;799;0;156;8;24518;8;24339;34;1.56;18.03.2023 0:01;548627;548806
18.03.2023;0:01:47;799;0;155;8;24518;8;24339;34;1.55;18.03.2023 0:01;548627;548806
18.03.2023;0:01:52;799;0;155;8;24518;8;24339;34;1.55;18.03.2023 0:01;548627;548806
18.03.2023;0:01:57;799;0;155;8;24517;8;24339;34;1.55;18.03.2023 0:01;548627;548805
18.03.2023;0:02:02;799;0;156;8;24517;8;24339;34;1.56;18.03.2023 0:02;548627;548805
18.03.2023;0:02:07;799;0;156;8;24516;8;24339;34;1.56;18.03.2023 0:02;548627;548804
18.03.2023;0:02:12;799;0;155;8;24513;8;24339;34;1.55;18.03.2023 0:02;548627;548801
18.03.2023;0:02:17;799;0;156;8;24515;8;24338;34;1.56;18.03.2023 0:02;548626;548803
18.03.2023;0:02:22;799;0;155;8;24519;8;24338;34;1.55;18.03.2023 0:02;548626;548807
18.03.2023;0:02:27;799;0;155;8;24519;8;24338;34;1.55;18.03.2023 0:02;548626;548807
18.03.2023;0:02:32;799;0;155;8;24523;8;24338;34;1.55;18.03.2023 0:02;548626;548811
18.03.2023;0:02:37;799;0;155;8;24524;8;24339;34;1.55;18.03.2023 0:02;548627;548812
18.03.2023;0:02:42;799;0;155;8;24521;8;24339;34;1.55;18.03.2023 0:02;548627;548809
18.03.2023;0:02:47;799;0;155;8;24518;8;24339;34;1.55;18.03.2023 0:02;548627;548806
18.03.2023;0:02:52;799;0;155;8;24515;8;24339;34;1.55;18.03.2023 0:02;548627;548803
18.03.2023;0:02:57;799;0;155;8;24515;8;24339;34;1.55;18.03.2023 0:02;548627;548803
18.03.2023;0:03:02;799;0;155;8;24514;8;24339;34;1.55;18.03.2023 0:03;548627;548802
18.03.2023;0:03:07;799;0;155;8;24516;8;24339;34;1.55;18.03.2023 0:03;548627;548804
18.03.2023;0:03:12;799;0;155;8;24518;8;24339;34;1.55;18.03.2023 0:03;548627;548806
18.03.2023;0:03:17;799;0;155;8;24522;8;24339;34;1.55;18.03.2023 0:03;548627;548810
18.03.2023;0:03:22;799;0;155;8;24523;8;24339;34;1.55;18.03.2023 0:03;548627;548811
18.03.2023;0:03:27;799;0;155;8;24520;8;24339;34;1.55;18.03.2023 0:03;548627;548808
18.03.2023;0:03:32;799;0;155;8;24520;8;24339;34;1.55;18.03.2023 0:03;548627;548808
18.03.2023;0:03:37;798;0;154;8;24513;8;24339;34;1.54;18.03.2023 0:03;548627;548801
18.03.2023;0:03:42;799;0;155;8;24511;8;24339;34;1.55;18.03.2023 0:03;548627;548799
18.03.2023;0:03:47;799;0;154;8;24517;8;24339;34;1.54;18.03.2023 0:03;548627;548805
18.03.2023;0:03:52;799;0;154;8;24523;8;24339;34;1.54;18.03.2023 0:03;548627;548811
18.03.2023;0:03:57;799;0;154;8;24520;8;24340;34;1.54;18.03.2023 0:03;548628;548808
18.03.2023;0:04:02;799;0;154;8;24514;8;24340;34;1.54;18.03.2023 0:04;548628;548802
18.03.2023;0:04:07;799;0;154;8;24514;8;24340;34;1.54;18.03.2023 0:04;548628;548802
18.03.2023;0:04:12;799;0;154;8;24514;8;24340;34;1.54;18.03.2023 0:04;548628;548802
18.03.2023;0:04:17;798;0;153;8;24513;8;24340;34;1.53;18.03.2023 0:04;548628;548801
18.03.2023;0:04:22;798;0;153;8;24515;8;24340;34;1.53;18.03.2023 0:04;548628;548803
18.03.2023;0:04:27;799;0;154;8;24518;8;24339;34;1.54;18.03.2023 0:04;548627;548806
18.03.2023;0:04:32;798;0;153;8;24521;8;24339;34;1.53;18.03.2023 0:04;548627;548809
18.03.2023;0:04:37;798;0;153;8;24521;8;24339;34;1.53;18.03.2023 0:04;548627;548809
18.03.2023;0:04:42;796;0;152;8;24522;8;24339;34;1.52;18.03.2023 0:04;548627;548810
18.03.2023;0:04:47;798;0;153;8;24518;8;24339;34;1.53;18.03.2023 0:04;548627;548806
18.03.2023;0:04:52;798;0;153;8;24517;8;24340;34;1.53;18.03.2023 0:04;548628;548805
18.03.2023;0:04:57;797;0;152;8;24517;8;24340;34;1.52;18.03.2023 0:04;548628;548805
18.03.2023;0:05:02;797;0;152;8;24517;8;24340;34;1.52;18.03.2023 0:05;548628;548805
