Дата;Время;k_int_ref;с_weight;bridge_temp;tenzo_h;tenzo_l;LH;LL;free;temp;datetime;level;tenzo
20.03.2023;0:00:00;799;0;150;8;24582;8;24412;160;1.5;20.03.2023 0:00;548700;548870
20.03.2023;0:00:05;799;0;150;8;24580;8;24411;160;1.5;20.03.2023 0:00;548699;548868
20.03.2023;0:00:10;799;0;150;8;24581;8;24412;160;1.5;20.03.2023 0:00;548700;548869
20.03.2023;0:00:15;799;0;150;8;24586;8;24412;160;1.5;20.03.2023 0:00;548700;548874
20.03.2023;0:00:20;799;0;150;8;24589;8;24412;160;1.5;20.03.2023 0:00;548700;548877
20.03.2023;0:00:25;799;0;150;8;24585;8;24412;160;1.5;20.03.2023 0:00;548700;548873
20.03.2023;0:00:30;799;0;150;8;24585;8;24412;160;1.5;20.03.2023 0:00;548700;548873
20.03.2023;0:00:35;799;0;150;8;24584;8;24411;160;1.5;20.03.2023 0:00;548699;548872
20.03.2023;0:00:40;799;0;150;8;24583;8;24411;160;1.5;20.03.2023 0:00;548699;548871
20.03.2023;0:00:45;799;0;150;8;24581;8;24411;160;1.5;20.03.2023 0:00;548699;548869
20.03.2023;0:00:50;799;0;150;8;24582;8;24411;160;1.5;20.03.2023 0:00;548699;548870
20.03.2023;0:00:55;799;0;150;8;24583;8;24412;160;1.5;20.03.2023 0:00;548700;548871
20.03.2023;0:01:00;799;0;150;8;24585;8;24412;160;1.5;20.03.2023 0:01;548700;548873
20.03.2023;0:01:05;799;0;150;8;24585;8;24412;160;1.5;20.03.2023 0:01;548700;548873
20.03.2023;0:01:10;799;0;150;8;24586;8;24412;160;1.5;20.03.2023 0:01;548700;548874
20.03.2023;0:01:15;799;0;150;8;24584;8;24412;160;1.5;20.03.2023 0:01;548700;548872
20.03.2023;0:01:20;799;0;150;8;24584;8;24412;160;1.5;20.03.2023 0:01;548700;548872
20.03.2023;0:01:25;799;0;150;8;24586;8;24411;160;1.5;20.03.2023 0:01;548699;548874
20.03.2023;0:01:30;799;0;150;8;24585;8;24412;160;1.5;20.03.2023 0:01;548700;548873
20.03.2023;0:01:35;799;0;150;8;24582;8;24411;160;1.5;20.03.2023 0:01;548699;548870
20.03.2023;0:01:40;799;0;150;8;24582;8;24411;160;1.5;20.03.2023 0:01;548699;548870
20.03.2023;0:01:45;799;0;150;8;24583;8;24412;160;1.5;20.03.2023 0:01;548700;548871
20.03.2023;0:01:50;799;0;150;8;24585;8;24412;160;1.5;20.03.2023 0:01;548700;548873
20.03.2023;0:01:55;799;0;150;8;24584;8;24412;160;1.5;20.03.2023 0:01;548700;548872
20.03.2023;0:02:00;799;0;150;8;24582;8;24412;160;1.5;20.03.2023 0:02;548700;548870
20.03.2023;0:02:05;799;0;150;8;24583;8;24412;160;1.5;20.03.2023 0:02;548700;548871
20.03.2023;0:02:10;799;0;150;8;24583;8;24412;160;1.5;20.03.2023 0:02;548700;548871
20.03.2023;0:02:15;799;0;150;8;24587;8;24412;160;1.5;20.03.2023 0:02;548700;548875
20.03.2023;0:02:20;799;0;150;8;24589;8;24412;160;1.5;20.03.2023 0:02;548700;548877
20.03.2023;0:02:25;799;0;151;8;24587;8;24412;160;1.51;20.03.2023 0:02;548700;548875
20.03.2023;0:02:30;799;0;151;8;24585;8;24412;160;1.51;20.03.2023 0:02;548700;548873
20.03.2023;0:02:35;799;0;151;8;24588;8;24412;160;1.51;20.03.2023 0:02;548700;548876
20.03.2023;0:02:40;799;0;151;8;24591;8;24413;160;1.51;20.03.2023 0:02;548701;548879
20.03.2023;0:02:45;799;0;151;8;24591;8;24413;160;1.51;20.03.2023 0:02;548701;548879
20.03.2023;0:02:50;799;0;150;8;24589;8;24413;160;1.5;20.03.2023 0:02;548701;548877
20.03.2023;0:02:55;799;0;150;8;24586;8;24413;160;1.5;20.03.2023 0:02;548701;548874
20.03.2023;0:03:00;799;0;150;8;24584;8;24413;160;1.5;20.03.2023 0:03;548701;548872
20.03.2023;0:03:05;799;0;150;8;24582;8;24413;160;1.5;20.03.2023 0:03;548701;548870
20.03.2023;0:03:10;799;0;151;8;24583;8;24413;160;1.51;20.03.2023 0:03;548701;548871
20.03.2023;0:03:15;799;0;151;8;24584;8;24413;160;1.51;20.03.2023 0:03;548701;548872
20.03.2023;0:03:20;799;0;151;8;24584;8;24413;160;1.51;20.03.2023 0:03;548701;548872
20.03.2023;0:03:25;798;0;152;8;24583;8;24413;160;1.52;20.03.2023 0:03;548701;548871
20.03.2023;0:03:30;799;0;151;8;24585;8;24413;160;1.51;20.03.2023 0:03;548701;548873
20.03.2023;0:03:35;799;0;150;8;24587;8;24413;160;1.5;20.03.2023 0:03;548701;548875
20.03.2023;0:03:40;799;0;150;8;24585;8;24413;160;1.5;20.03.2023 0:03;548701;548873
20.03.2023;0:03:45;799;0;150;8;24581;8;24413;160;1.5;20.03.2023 0:03;548701;548869
20.03.2023;0:03:50;799;0;150;8;24581;8;24413;160;1.5;20.03.2023 0:03;548701;548869
20.03.2023;0:03:55;799;0;150;8;24581;8;24413;160;1.5;20.03.2023 0:03;548701;548869
20.03.2023;0:04:00;799;0;151;8;24583;8;24413;160;1.51;20.03.2023 0:04;548701;548871
20.03.2023;0:04:05;799;0;151;8;24585;8;24413;160;1.51;20.03.2023 0:04;548701;548873
20.03.2023;0:04:10;799;0;151;8;24585;8;24413;160;1.51;20.03.2023 0:04;548701;548873
20.03.2023;0:04:15;799;0;151;8;24587;8;24413;160;1.51;20.03.2023 0:04;548701;548875
20.03.2023;0:04:20;799;0;151;8;24588;8;24413;160;1.51;20.03.2023 0:04;548701;548876
20.03.2023;0:04:25;799;0;151;8;24588;8;24413;160;1.51;20.03.2023 0:04;548701;548876
20.03.2023;0:04:30;799;0;151;8;24587;8;24413;160;1.51;20.03.2023 0:04;548701;548875
20.03.2023;0:04:35;799;0;151;8;24586;8;24413;160;1.51;20.03.2023 0:04;548701;548874
20.03.2023;0:04:40;799;0;151;8;24585;8;24412;160;1.51;20.03.2023 0:04;548700;548873
20.03.2023;0:04:45;799;0;151;8;24582;8;24412;160;1.51;20.03.2023 0:04;548700;548870
20.03.2023;0:04:50;799;0;152;8;24581;8;24412;160;1.52;20.03.2023 0:04;548700;548869
20.03.2023;0:04:55;799;0;151;8;24583;8;24412;160;1.51;20.03.2023 0:04;548700;548871
20.03.2023;0:05:00;799;0;151;8;24583;8;24412;160;1.51;20.03.2023 0:05;548700;548871
20.03.2023;0:05:05;799;0;151;8;24582;8;24412;160;1.51;20.03.2023 0:05;548700;548870
20.03.2023;0:05:10;799;0;152;8;24579;8;24411;160;1.52;20.03.2023 0:05;548699;548867
20.03.2023;0:05:15;799;0;152;8;24579;8;24411;160;1.52;20.03.2023 0:05;548699;548867
20.03.2023;0:05:20;799;0;152;8;24584;8;24411;160;1.52;20.03.2023 0:05;548699;548872
20.03.2023;0:05:25;799;0;152;8;24587;8;24411;160;1.52;20.03.2023 0:05;548699;548875
20.03.2023;0:05:30;799;0;152;8;24586;8;24411;160;1.52;20.03.2023 0:05;548699;548874
20.03.2023;0:05:35;799;0;152;8;24586;8;24411;160;1.52;20.03.2023 0:05;548699;548874
20.03.2023;0:05:40;799;0;151;8;24586;8;24411;160;1.51;20.03.2023 0:05;548699;548874
20.03.2023;0:05:45;799;0;151;8;24587;8;24411;160;1.51;20.03.2023 0:05;548699;548875
20.03.2023;0:05:50;799;0;151;8;24584;8;24411;160;1.51;20.03.2023 0:05;548699;548872
20.03.2023;0:05:55;799;0;151;8;24580;8;24411;160;1.51;20.03.2023 0:05;548699;548868
20.03.2023;0:06:00;799;0;152;8;24581;8;24411;160;1.52;20.03.2023 0:06;548699;548869
20.03.2023;0:06:05;799;0;152;8;24579;8;24411;160;1.52;20.03.2023 0:06;548699;548867
20.03.2023;0:06:10;799;0;152;8;24579;8;24411;160;1.52;20.03.2023 0:06;548699;548867
20.03.2023;0:06:15;799;0;152;8;24582;8;24410;160;1.52;20.03.2023 0:06;548698;548870
20.03.2023;0:06:20;798;0;153;8;24586;8;24410;160;1.53;20.03.2023 0:06;548698;548874
20.03.2023;0:06:25;799;0;152;8;24585;8;24410;160;1.52;20.03.2023 0:06;548698;548873
20.03.2023;0:06:30;799;0;152;8;24582;8;24410;160;1.52;20.03.2023 0:06;548698;548870
20.03.2023;0:06:35;799;0;152;8;24584;8;24410;160;1.52;20.03.2023 0:06;548698;548872
20.03.2023;0:06:40;799;0;152;8;24584;8;24410;160;1.52;20.03.2023 0:06;548698;548872
20.03.2023;0:06:45;799;0;151;8;24586;8;24410;160;1.51;20.03.2023 0:06;548698;548874
20.03.2023;0:06:50;799;0;151;8;24585;8;24410;160;1.51;20.03.2023 0:06;548698;548873
20.03.2023;0:06:55;799;0;151;8;24586;8;24410;160;1.51;20.03.2023 0:06;548698;548874
20.03.2023;0:07:00;799;0;151;8;24584;8;24410;160;1.51;20.03.2023 0:07;548698;548872
20.03.2023;0:07:05;799;0;152;8;24583;8;24411;160;1.52;20.03.2023 0:07;548699;548871
20.03.2023;0:07:10;799;0;152;8;24582;8;24411;160;1.52;20.03.2023 0:07;548699;548870
20.03.2023;0:07:15;799;0;152;8;24582;8;24411;160;1.52;20.03.2023 0:07;548699;548870
20.03.2023;0:07:20;799;0;152;8;24579;8;24410;160;1.52;20.03.2023 0:07;548698;548867
20.03.2023;0:07:25;799;0;152;8;24579;8;24410;160;1.52;20.03.2023 0:07;548698;548867
20.03.2023;0:07:30;799;0;152;8;24583;8;24410;160;1.52;20.03.2023 0:07;548698;548871
20.03.2023;0:07:35;799;0;151;8;24585;8;24410;160;1.51;20.03.2023 0:07;548698;548873
20.03.2023;0:07:40;799;0;151;8;24586;8;24410;160;1.51;20.03.2023 0:07;548698;548874
20.03.2023;0:07:45;799;0;152;8;24585;8;24410;160;1.52;20.03.2023 0:07;548698;548873
20.03.2023;0:07:50;799;0;152;8;24585;8;24410;160;1.52;20.03.2023 0:07;548698;548873
20.03.2023;0:07:55;799;0;153;8;24584;8;24410;160;1.53;20.03.2023 0:07;548698;548872
20.03.2023;0:08:00;799;0;152;8;24585;8;24410;160;1.52;20.03.2023 0:08;548698;548873
20.03.2023;0:08:05;799;0;153;8;24583;8;24410;160;1.53;20.03.2023 0:08;548698;548871
20.03.2023;0:08:10;799;0;152;8;24582;8;24410;160;1.52;20.03.2023 0:08;548698;548870
20.03.2023;0:08:15;799;0;152;8;24582;8;24410;160;1.52;20.03.2023 0:08;548698;548870
20.03.2023;0:08:20;799;0;151;8;24582;8;24410;160;1.51;20.03.2023 0:08;548698;548870
20.03.2023;0:08:25;799;0;151;8;24582;8;24410;160;1.51;20.03.2023 0:08;548698;548870
20.03.2023;0:08:30;799;0;151;8;24583;8;24410;160;1.51;20.03.2023 0:08;548698;548871
20.03.2023;0:08:35;799;0;151;8;24585;8;24410;160;1.51;20.03.2023 0:08;548698;548873
20.03.2023;0:08:40;799;0;152;8;24589;8;24410;160;1.52;20.03.2023 0:08;548698;548877
20.03.2023;0:08:45;799;0;152;8;24587;8;24410;160;1.52;20.03.2023 0:08;548698;548875
20.03.2023;0:08:50;799;0;153;8;24584;8;24410;160;1.53;20.03.2023 0:08;548698;548872
20.03.2023;0:08:55;799;0;153;8;24584;8;24410;160;1.53;20.03.2023 0:08;548698;548872
20.03.2023;0:09:00;799;0;153;8;24586;8;24410;160;1.53;20.03.2023 0:09;548698;548874
20.03.2023;0:09:05;799;0;152;8;24584;8;24410;160;1.52;20.03.2023 0:09;548698;548872
20.03.2023;0:09:10;799;0;152;8;24581;8;24410;160;1.52;20.03.2023 0:09;548698;548869
20.03.2023;0:09:15;799;0;153;8;24580;8;24410;160;1.53;20.03.2023 0:09;548698;548868
20.03.2023;0:09:20;799;0;152;8;24581;8;24410;160;1.52;20.03.2023 0:09;548698;548869
20.03.2023;0:09:25;799;0;152;8;24582;8;24410;160;1.52;20.03.2023 0:09;548698;548870
20.03.2023;0:09:30;799;0;152;8;24582;8;24410;160;1.52;20.03.2023 0:09;548698;548870
20.03.2023;0:09:35;799;0;152;8;24583;8;24410;160;1.52;20.03.2023 0:09;548698;548871
20.03.2023;0:09:40;799;0;153;8;24584;8;24410;160;1.53;20.03.2023 0:09;548698;548872
20.03.2023;0:09:45;799;0;153;8;24584;8;24410;160;1.53;20.03.2023 0:09;548698;548872
20.03.2023;0:09:50;799;0;153;8;24583;8;24410;160;1.53;20.03.2023 0:09;548698;548871
20.03.2023;0:09:55;799;0;153;8;24583;8;24409;160;1.53;20.03.2023 0:09;548697;548871
