OWENArchiver
Дата;Время;weight;с_weight;tenzo_h;tenzo_l;temp;temp_top
2023-02-02;00:00:01;4965;4922;122;7887;145;1550
2023-02-02;00:00:06;4965;4920;122;7882;145;1550
2023-02-02;00:00:11;4965;4921;122;7885;146;1550
2023-02-02;00:00:16;4965;4921;122;7881;146;1550
2023-02-02;00:00:21;4965;4920;122;7874;146;1550
2023-02-02;00:00:26;4965;4920;122;7870;146;1550
2023-02-02;00:00:31;4965;4920;122;7870;147;1550
2023-02-02;00:00:36;4965;4920;122;7873;147;1550
2023-02-02;00:00:41;4965;4919;122;7874;147;1550
2023-02-02;00:00:46;4965;4920;122;7873;148;1550
2023-02-02;00:00:51;4964;4919;122;7861;148;1550
2023-02-02;00:00:56;4965;4920;122;7868;148;1550
2023-02-02;00:01:01;4965;4920;122;7868;149;1550
2023-02-02;00:01:06;4965;4920;122;7868;152;1550
2023-02-02;00:01:11;4964;4919;122;7864;152;1550
2023-02-02;00:01:16;4964;4919;122;7863;152;1550
2023-02-02;00:01:21;4964;4918;122;7864;153;1550
2023-02-02;00:01:26;4964;4918;122;7858;154;1550
2023-02-02;00:01:31;4964;4918;122;7857;153;1550
2023-02-02;00:01:36;4964;4918;122;7847;154;1550
2023-02-02;00:01:41;4964;4918;122;7847;155;1550
2023-02-02;00:01:46;4964;4918;122;7845;155;1550
2023-02-02;00:01:51;4964;4918;122;7841;156;1550
2023-02-02;00:01:56;4964;4917;122;7843;156;1550
2023-02-02;00:02:01;4964;4917;122;7839;156;1550
2023-02-02;00:02:06;4964;4917;122;7844;156;1550
2023-02-02;00:02:11;4964;4917;122;7833;155;1550
2023-02-02;00:02:16;4964;4917;122;7833;155;1550
2023-02-02;00:02:21;4964;4917;122;7824;156;1550
2023-02-02;00:02:26;4964;4916;122;7829;157;1550
2023-02-02;00:02:31;4964;4916;122;7823;157;1550
2023-02-02;00:02:36;4964;4916;122;7828;158;1550
2023-02-02;00:02:41;4964;4916;122;7827;158;1550
2023-02-02;00:02:46;4964;4916;122;7808;158;1550
2023-02-02;00:02:51;4964;4916;122;7808;158;1550
2023-02-02;00:02:56;4964;4915;122;7818;159;1550
2023-02-02;00:03:01;4964;4915;122;7825;162;1550
2023-02-02;00:03:06;4964;4915;122;7812;162;1550
2023-02-02;00:03:11;4964;4914;122;7806;162;1550
2023-02-02;00:03:16;4964;4914;122;7807;163;1550
2023-02-02;00:03:21;4964;4914;122;7807;163;1550
2023-02-02;00:03:26;4964;4915;122;7808;164;1550
2023-02-02;00:03:31;4964;4914;122;7815;164;1550
2023-02-02;00:03:36;4964;4914;122;7804;165;1550
2023-02-02;00:03:41;4964;4914;122;7797;165;1550
2023-02-02;00:03:46;4964;4913;122;7791;166;1550
2023-02-02;00:03:51;4964;4913;122;7788;166;1550
2023-02-02;00:03:56;4964;4913;122;7788;167;1550
2023-02-02;00:04:01;4964;4913;122;7788;165;1550
2023-02-02;00:04:06;4964;4913;122;7789;168;1550
2023-02-02;00:04:11;4964;4913;122;7789;169;1550
2023-02-02;00:04:16;4964;4912;122;7789;169;1550
2023-02-02;00:04:21;4964;4913;122;7778;167;1550
2023-02-02;00:04:26;4964;4913;122;7781;168;1550
2023-02-02;00:04:31;4964;4913;122;7781;168;1550
2023-02-02;00:04:36;4964;4913;122;7785;168;1550
2023-02-02;00:04:41;4964;4912;122;7777;169;1550
2023-02-02;00:04:46;4964;4912;122;7761;172;1550
2023-02-02;00:04:51;4964;4912;122;7769;173;1550
2023-02-02;00:04:56;4964;4911;122;7763;173;1550
2023-02-02;00:05:01;4964;4911;122;7756;173;1550
2023-02-02;00:05:06;4964;4911;122;7756;174;1550
2023-02-02;00:05:11;4964;4911;122;7758;174;1550
2023-02-02;00:05:16;4963;4911;122;7745;175;1550
2023-02-02;00:05:21;4963;4911;122;7733;175;1550
2023-02-02;00:05:26;4963;4910;122;7734;176;1550
2023-02-02;00:05:31;4963;4910;122;7733;177;1550
