OWENArchiver
Дата;Время;weight;с_weight;tenzo_h;tenzo_l;temp;temp_top
2023-02-01;16:42:36;0;0;0;0;0;0
2023-02-01;16:42:41;0;0;0;0;288;1550
2023-02-01;16:42:46;65461;65449;0;0;288;1550
2023-02-01;16:42:51;4955;65449;122;6844;288;1550
2023-02-01;16:42:56;4955;65449;122;6824;286;1550
2023-02-01;16:43:01;4955;65449;122;6820;287;1550
2023-02-01;16:43:06;4955;65450;122;6824;286;1550
2023-02-01;16:43:11;4955;65449;122;6822;287;1550
2023-02-01;16:43:16;4955;65449;122;6822;285;1550
2023-02-01;16:43:21;4955;65450;122;6822;284;1550
2023-02-01;16:43:26;4955;65449;122;6825;285;1550
2023-02-01;16:43:31;4955;65450;122;6826;287;1550
2023-02-01;16:43:36;4955;65450;122;6827;285;1550
2023-02-01;16:43:41;4955;65450;122;6824;284;1550
2023-02-01;16:43:46;4955;65375;122;6828;284;1550
2023-02-01;16:43:51;4955;65375;122;6828;284;1550
2023-02-01;16:43:56;4955;4868;122;6829;284;1550
2023-02-01;16:44:01;4955;4867;122;6828;286;1550
2023-02-01;16:44:06;4955;4868;122;6827;284;1550
2023-02-01;16:44:11;4955;4868;122;6825;284;1550
2023-02-01;16:44:16;4955;4868;122;6841;283;1550
2023-02-01;16:44:21;4956;4868;122;6867;286;1550
2023-02-01;16:44:26;4956;4868;122;6867;285;1550
2023-02-01;16:44:31;4956;4868;122;6868;284;1550
2023-02-01;16:44:36;4956;4869;122;6874;278;1550
2023-02-01;16:44:41;4956;4868;122;6871;283;1550
2023-02-01;16:44:46;4956;4868;122;6871;283;1550
2023-02-01;16:44:51;4956;4868;122;6875;283;1550
2023-02-01;16:44:56;4956;4869;122;6876;283;1550
2023-02-01;16:45:01;4956;4869;122;6876;277;1550
2023-02-01;16:45:06;4956;4869;122;6874;282;1550
2023-02-01;16:45:11;4956;4869;122;6874;282;1550
2023-02-01;16:45:16;4956;4869;122;6874;281;1550
2023-02-01;16:45:21;4956;4869;122;6876;281;1550
2023-02-01;16:45:26;4956;4870;122;6876;280;1550
2023-02-01;16:45:31;4956;4870;122;6878;281;1550
2023-02-01;16:45:36;4956;4870;122;6878;280;1550
2023-02-01;16:45:41;4956;4870;122;6876;280;1550
2023-02-01;16:45:46;4956;4870;122;6878;280;1550
2023-02-01;16:45:51;4956;4871;122;6879;279;1550
2023-02-01;16:45:56;4956;4871;122;6881;279;1550
2023-02-01;16:46:01;4956;4871;122;6879;278;1550
2023-02-01;16:46:06;4956;4871;122;6883;279;1550
2023-02-01;16:46:11;4956;4871;122;6883;279;1550
2023-02-01;16:46:16;4956;4871;122;6880;276;1550
2023-02-01;16:46:21;4956;4872;122;6881;278;1550
2023-02-01;16:46:26;4956;4871;122;6883;278;1550
2023-02-01;16:46:31;4956;4872;122;6888;278;1550
2023-02-01;16:46:36;4956;4871;122;6885;278;1550
2023-02-01;16:46:41;4956;4872;122;6886;276;1550
2023-02-01;16:46:46;4956;4872;122;6886;277;1550
2023-02-01;16:46:51;4956;4871;122;6885;274;1550
2023-02-01;16:46:56;4956;4872;122;6889;274;1550
2023-02-01;16:47:01;4956;4872;122;6888;273;1550
2023-02-01;16:47:06;4956;4873;122;6894;274;1550
2023-02-01;16:47:11;4956;4872;122;6893;275;1550
2023-02-01;16:47:16;4956;4873;122;6896;273;1550
2023-02-01;16:47:21;4956;4873;122;6896;273;1550
2023-02-01;16:47:26;4956;4872;122;6895;273;1550
2023-02-01;16:47:31;4956;4872;122;6895;275;1550
2023-02-01;16:47:36;4956;4873;122;6894;270;1550
2023-02-01;16:47:41;4956;4874;122;6898;270;1550
2023-02-01;16:47:46;4956;4873;122;6895;272;1550
2023-02-01;16:47:51;4956;4873;122;6896;272;1550
2023-02-01;16:47:56;4956;4873;122;6896;272;1550
2023-02-01;16:48:01;4956;4872;122;6896;272;1550
2023-02-01;16:48:06;4956;4872;122;6901;267;1550
2023-02-01;16:48:11;4956;4873;122;6900;273;1550
2023-02-01;16:48:16;4956;4872;122;6901;273;1550
2023-02-01;16:48:21;4956;4875;122;6901;266;1550
2023-02-01;16:48:26;4956;4873;122;6906;272;1550
2023-02-01;16:48:31;4956;4873;122;6906;273;1550
2023-02-01;16:48:36;4956;4873;122;6905;273;1550
2023-02-01;16:48:41;4956;4873;122;6906;272;1550
2023-02-01;16:48:46;4956;4873;122;6904;272;1550
2023-02-01;16:48:51;4956;4873;122;6907;271;1550
2023-02-01;16:48:56;4956;4873;122;6900;271;1550
2023-02-01;16:49:01;4956;4873;122;6900;271;1550
2023-02-01;16:49:06;4956;4873;122;6903;271;1550
2023-02-01;16:49:11;4956;4873;122;6902;271;1550
2023-02-01;16:49:16;4956;4873;122;6907;271;1550
2023-02-01;16:49:21;4956;4873;122;6909;271;1550
2023-02-01;16:49:26;4956;4873;122;6910;270;1550
2023-02-01;16:49:31;4956;4873;122;6908;270;1550
2023-02-01;16:49:36;4956;4873;122;6908;269;1550
2023-02-01;16:49:41;4956;4874;122;6912;270;1550
2023-02-01;16:49:46;4956;4874;122;6928;270;1550
2023-02-01;16:49:51;4956;4873;122;6942;270;1550
2023-02-01;16:49:56;4956;4873;122;6935;270;1550
2023-02-01;16:50:01;4956;4873;122;6945;270;1550
2023-02-01;16:50:06;4956;4873;122;6940;270;1550
2023-02-01;16:50:11;4956;4873;122;6940;270;1550
2023-02-01;16:50:16;4957;4873;122;6965;270;1550
2023-02-01;16:50:21;4957;4873;122;6959;270;1550
2023-02-01;16:50:26;4956;4874;122;6953;270;1550
2023-02-01;16:50:31;4956;4874;122;6936;270;1550
2023-02-01;16:50:36;4956;4874;122;6945;269;1550
2023-02-01;16:50:41;4956;4874;122;6943;267;1550
2023-02-01;16:50:46;4956;4874;122;6943;269;1550
2023-02-01;16:50:51;4956;4873;122;6941;269;1550
2023-02-01;16:50:56;4956;4874;122;6941;268;1550
2023-02-01;16:51:01;4956;4874;122;6947;268;1550
2023-02-01;16:51:06;4956;4874;122;6944;268;1550
2023-02-01;16:51:11;4956;4874;122;6943;268;1550
2023-02-01;16:51:16;4956;4875;122;6935;268;1550
2023-02-01;16:51:21;4956;4875;122;6935;267;1550
2023-02-01;16:51:26;4956;4875;122;6938;267;1550
2023-02-01;16:51:31;4956;4874;122;6935;266;1550
2023-02-01;16:51:36;4956;4875;122;6948;263;1550
2023-02-01;16:51:41;4956;4875;122;6948;262;1550
2023-02-01;16:51:46;4956;4876;122;6945;262;1550
2023-02-01;16:51:51;4956;4876;122;6941;263;1550
2023-02-01;16:51:56;4956;4876;122;6941;260;1550
2023-02-01;16:52:01;4956;4876;122;6951;260;1550
2023-02-01;16:52:06;4956;4877;122;6957;259;1550
2023-02-01;16:52:11;4957;4877;122;6959;258;1550
2023-02-01;16:52:16;4956;4877;122;6949;258;1550
2023-02-01;16:52:21;4957;4878;122;6959;254;1550
2023-02-01;16:52:26;4956;4879;122;6955;253;1550
2023-02-01;16:52:31;4956;4879;122;6955;251;1550
2023-02-01;16:52:36;4957;4880;122;6962;252;1550
2023-02-01;16:52:41;4957;4880;122;6958;252;1550
2023-02-01;16:52:46;4957;4879;122;6961;249;1550
2023-02-01;16:52:51;4957;4880;122;6962;250;1550
2023-02-01;16:52:56;4957;4880;122;6982;249;1550
2023-02-01;16:53:01;4957;4880;122;6983;249;1550
2023-02-01;16:53:06;4957;4880;122;6983;247;1550
2023-02-01;16:53:11;4957;4880;122;6987;246;1550
2023-02-01;16:53:16;4957;4882;122;6986;244;1550
2023-02-01;16:53:21;4957;4881;122;7010;242;1550
2023-02-01;16:53:26;4957;4883;122;7015;239;1550
2023-02-01;16:53:31;4957;4883;122;7021;240;1550
2023-02-01;16:53:36;4957;4884;122;7012;240;1550
2023-02-01;16:53:41;4957;4884;122;7012;238;1550
2023-02-01;16:53:46;4957;4884;122;7023;238;1550
2023-02-01;16:53:51;4957;4885;122;7014;234;1550
2023-02-01;16:53:56;4957;4886;122;7027;236;1550
2023-02-01;16:54:01;4957;4886;122;7045;232;1550
2023-02-01;16:54:06;4957;4886;122;7055;233;1550
2023-02-01;16:54:11;4957;4887;122;7038;231;1550
2023-02-01;16:54:16;4957;4887;122;7038;230;1550
2023-02-01;16:54:21;4957;4887;122;7046;231;1550
2023-02-01;16:54:26;4957;4887;122;7049;230;1550
2023-02-01;16:54:31;4957;4887;122;7065;229;1550
2023-02-01;16:54:36;4957;4887;122;7062;228;1550
2023-02-01;16:54:41;4957;4888;122;7070;226;1550
2023-02-01;16:54:46;4958;4888;122;7075;226;1550
2023-02-01;16:54:51;4958;4888;122;7075;222;1550
2023-02-01;16:54:56;4958;4889;122;7092;222;1550
2023-02-01;16:55:01;4958;4890;122;7092;221;1550
2023-02-01;16:55:06;4958;4889;122;7101;218;1550
2023-02-01;16:55:11;4958;4890;122;7105;221;1550
2023-02-01;16:55:16;4958;4891;122;7108;218;1550
2023-02-01;16:55:21;4958;4891;122;7108;219;1550
2023-02-01;16:55:26;4958;4890;122;7103;217;1550
2023-02-01;16:55:31;4958;4891;122;7117;217;1550
2023-02-01;16:55:36;4958;4891;122;7115;216;1550
2023-02-01;16:55:41;4958;4892;122;7133;214;1550
2023-02-01;16:55:46;4958;4893;122;7137;211;1550
2023-02-01;16:55:51;4958;4893;122;7137;211;1550
2023-02-01;16:55:56;4958;4893;122;7137;213;1550
2023-02-01;16:56:01;4958;4894;122;7143;212;1550
2023-02-01;16:56:06;4958;4894;122;7158;209;1550
2023-02-01;16:56:11;4958;4894;122;7171;208;1550
2023-02-01;16:56:16;4958;4896;122;7179;208;1550
2023-02-01;16:56:21;4958;4894;122;7179;208;1550
2023-02-01;16:56:26;4958;4895;122;7183;208;1550
2023-02-01;16:56:31;4958;4895;122;7183;208;1550
2023-02-01;16:56:36;4958;4895;122;7183;206;1550
2023-02-01;16:56:41;4959;4895;122;7192;206;1550
2023-02-01;16:56:46;4959;4896;122;7201;205;1550
2023-02-01;16:56:51;4959;4896;122;7212;204;1550
2023-02-01;16:56:56;4959;4897;122;7208;200;1550
2023-02-01;16:57:01;4959;4897;122;7216;200;1550
2023-02-01;16:57:06;4959;4897;122;7216;201;1550
2023-02-01;16:57:11;4959;4897;122;7225;200;1550
2023-02-01;16:57:16;4959;4898;122;7237;197;1550
2023-02-01;16:57:21;4959;4897;122;7242;196;1550
2023-02-01;16:57:26;4959;4898;122;7244;198;1550
2023-02-01;16:57:31;4959;4898;122;7243;196;1550
2023-02-01;16:57:36;4959;4898;122;7258;196;1550
2023-02-01;16:57:41;4959;4898;122;7258;195;1550
2023-02-01;16:57:46;4959;4900;122;7260;194;1550
2023-02-01;16:57:51;4959;4900;122;7262;191;1550
2023-02-01;16:57:56;4959;4900;122;7266;192;1550
2023-02-01;16:58:01;4959;4901;122;7287;189;1550
2023-02-01;16:58:06;4960;4902;122;7298;188;1550
2023-02-01;16:58:11;4959;4901;122;7294;189;1550
2023-02-01;16:58:16;4959;4901;122;7294;188;1550
2023-02-01;16:58:21;4960;4902;122;7298;188;1550
2023-02-01;16:58:26;4960;4902;122;7308;186;1550
2023-02-01;16:58:31;4960;4902;122;7310;186;1550
2023-02-01;16:58:36;4960;4902;122;7320;182;1550
2023-02-01;16:58:41;4960;4903;122;7324;184;1550
2023-02-01;16:58:46;4960;4903;122;7337;184;1550
2023-02-01;16:58:51;4960;4903;122;7337;183;1550
2023-02-01;16:58:56;4960;4903;122;7343;180;1550
2023-02-01;16:59:01;4960;4904;122;7359;179;1550
2023-02-01;16:59:06;4960;4904;122;7367;180;1550
2023-02-01;16:59:11;4960;4906;122;7350;179;1550
2023-02-01;16:59:16;4960;4904;122;7356;179;1550
2023-02-01;16:59:21;4960;4906;122;7375;177;1550
2023-02-01;16:59:26;4960;4906;122;7375;176;1550
2023-02-01;16:59:31;4960;4906;122;7372;176;1550
2023-02-01;16:59:36;4960;4907;122;7383;174;1550
2023-02-01;16:59:41;4960;4907;122;7401;173;1550
2023-02-01;16:59:46;4960;4908;122;7394;172;1550
2023-02-01;16:59:51;4960;4908;122;7396;169;1550
2023-02-01;16:59:56;4961;4909;122;7418;168;1550
2023-02-01;17:00:01;4961;4909;122;7418;167;1550
2023-02-01;17:00:06;4961;4909;122;7427;168;1550
2023-02-01;17:00:11;4961;4909;122;7428;162;1550
2023-02-01;17:00:16;4961;4910;122;7438;166;1550
2023-02-01;17:00:21;4961;4909;122;7453;164;1550
2023-02-01;17:00:26;4961;4910;122;7444;164;1550
2023-02-01;17:00:31;4961;4910;122;7451;163;1550
2023-02-01;17:00:36;4961;4910;122;7451;159;1550
2023-02-01;17:00:41;4961;4911;122;7459;158;1550
2023-02-01;17:00:46;4961;4911;122;7471;157;1550
2023-02-01;17:00:51;4961;4912;122;7480;158;1550
2023-02-01;17:00:56;4961;4912;122;7478;157;1550
2023-02-01;17:01:01;4961;4913;122;7473;156;1550
2023-02-01;17:01:06;4961;4914;122;7490;156;1550
2023-02-01;17:01:11;4961;4914;122;7490;155;1550
2023-02-01;17:01:16;4961;4913;122;7497;156;1550
2023-02-01;17:01:21;4961;4913;122;7494;155;1550
2023-02-01;17:01:26;4961;4914;122;7509;155;1550
2023-02-01;17:01:31;4962;4914;122;7530;154;1550
2023-02-01;17:01:36;4962;4914;122;7531;153;1550
2023-02-01;17:01:41;4962;4914;122;7531;153;1550
2023-02-01;17:01:46;4962;4915;122;7530;152;1550
2023-02-01;17:01:51;4962;4915;122;7540;151;1550
2023-02-01;17:01:56;4962;4915;122;7561;151;1550
2023-02-01;17:02:01;4962;4916;122;7569;147;1550
2023-02-01;17:02:06;4962;4916;122;7570;146;1550
2023-02-01;17:02:11;4962;4917;122;7569;145;1550
2023-02-01;17:02:16;4962;4917;122;7569;144;1550
2023-02-01;17:02:21;4962;4917;122;7580;146;1550
2023-02-01;17:02:26;4962;4917;122;7588;144;1550
2023-02-01;17:02:31;4962;4917;122;7578;144;1550
2023-02-01;17:02:36;4962;4919;122;7589;143;1550
2023-02-01;17:02:41;4962;4920;122;7606;139;1550
2023-02-01;17:02:46;4962;4920;122;7612;139;1550
2023-02-01;17:02:51;4962;4920;122;7612;140;1550
2023-02-01;17:02:56;4962;4919;122;7614;136;1550
2023-02-01;17:03:01;4962;4920;122;7622;137;1550
2023-02-01;17:03:06;4962;4921;122;7634;138;1550
2023-02-01;17:03:11;4962;4921;122;7626;135;1550
2023-02-01;17:03:16;4963;4921;122;7646;134;1550
2023-02-01;17:03:21;4963;4920;122;7666;136;1550
2023-02-01;17:03:26;4963;4920;122;7666;133;1550
2023-02-01;17:03:31;4963;4921;122;7654;134;1550
2023-02-01;17:03:36;4963;4921;122;7664;132;1550
2023-02-01;17:03:41;4963;4922;122;7675;132;1550
2023-02-01;17:03:46;4963;4922;122;7666;132;1550
2023-02-01;17:03:51;4963;4923;122;7671;129;1550
2023-02-01;17:03:56;4963;4922;122;7682;130;1550
2023-02-01;17:04:01;4963;4922;122;7682;126;1550
